date,title,paragraph,year_month
2021-11-30,新增5例COVID-19境外移入確定病例,"中央流行疫情指揮中心今(30)日公布國內新增5例COVID-19境外移入確定病例；另確診個案中無新增死亡。
指揮中心說明，今日新增5例境外移入個案，為5例男性，年齡介於20多歲至40多歲，分別自捷克(案16708)、澳大利亞(3案，案16709-16711)及荷蘭(案16712)入境，入境日介於今(2021)年11月15日至11月29日，皆持有搭機前3日內檢驗陰性報告；詳如新聞稿附件。
指揮中心統計，截至目前國內累計4,456,652例新型冠狀病毒肺炎相關通報(含4,438,954例排除)，其中16,601例確診，分別為1,957例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2021-11
2021-11-30,疾管署與奧運拳擊國手黃筱雯共同出擊，邀請您一起「戰勝愛滋，分享愛」!,"響應聯合國愛滋病規劃署(UNAIDS) 2021世界愛滋病日宣導主題「End inequalities. End AIDS. End pandemics.」，疾管署以「戰勝愛滋，分享愛」作為今年宣導主軸，邀請奧運拳擊國手黃筱雯拍攝宣導影片，透過自身戰勝人生難題之故事，呼籲民眾勇於接受愛滋篩檢，正視愛滋議題，並結合時下流行的網路宣傳平台，推出首支Instagram (IG)濾鏡及Facebook大頭貼特效框活動，邀請民眾一起使用IG濾鏡與Facebook大頭貼特效框，共同響應世界愛滋病日活動，一同關注愛滋防治議題。
「戰勝愛滋，分享愛」宣導影片呈現奧運拳擊國手黃筱雯在賽場上面臨挑戰從自我懷疑到正視後戰勝挑戰的心路歷程，鼓勵民眾要正視愛滋議題、勇於接受愛滋篩檢，若感染愛滋病毒也應及早接受治療、達到病毒量測不到之狀態。
疾管署持續結合相關部會、地方政府、醫療機關及民間團體等各界資源，全面推動各項愛滋防治工作，我國愛滋疫情自2018年起，已連續4年呈現下降趨勢，2021年截至11月24日新通報感染人數為1,139人，與2020年同期相較亦下降11%。此外，UNAIDS訂定之2020年達成「90-90-90」目標（90%感染者知道自己之感染狀態、90%感染者有服藥、90%服藥之感染者病毒量達測不到），全球達成值為「84-87-90」，我國則為「90-93-95」。並自2022年起推動「2030年消除愛滋第一期計畫(2022-2026)」，以達UNAIDS下一階段「95-95-95」目標努力。
同時呼籲各界築起戰勝愛滋之4道防線：
第1道-安全性行為：落實性行為時，全程正確使用保險套及水性潤滑液。
第2道-暴露愛滋病毒前預防性投藥(PrEP)：感染風險族群在暴露於感染愛滋風險前，透過服用藥物，讓體內有足夠的藥物濃度以預防愛滋病毒感染，保護效果可達90%以上。
第3道-定期篩檢愛滋：可藉由疾管署提供之多元篩檢管道，包括自我篩檢或匿名篩檢，鼓勵有性行為者，至少進行1次篩檢；有無套性行為者，每年至少進行1次篩檢；若有感染風險行為(如多重性伴侶、合併使用成癮性藥物、感染性病等) ，每3至6個月篩檢1次。
第4道-及早治療，控制病毒量：診斷即刻治療，使感染者維持在病毒量測不到狀態，可預防透過性行為傳播，亦大大降低社區傳染風險。
更多相關資訊，可透過疾管家Line@於本年12月1日上線之「性健康友善資源地圖」或疾病管制署全球資訊網(https://www.cdc.gov.tw)查詢。

",2021-11
2021-11-29,12月1日零時起，增列馬拉威、莫三比克、埃及、奈及利亞等4個國家為「重點高風險國家」，入境後須入住集中檢疫所,"中央流行疫情指揮中心今(29)日表示，為因應新型變異株Omicron於全球日益擴散且其傳播力強，考量馬拉威、莫三比克、埃及、奈及利亞等4國已有個案輸入他國，且評估其國內疫情有擴散趨勢，研判風險較高，自今(2021)年12月1日零時(航機抵臺時間)起，增列前述4國為「重點高風險國家」，如過去14天有前述4國旅遊史(含轉機)者，入境後均應至集中檢疫所進行14天檢疫，且配合專案採檢(到所、期滿)及續行7天自主健康管理(第6-7天公費家用快篩1次)，上述旅客不需支付集中檢疫所及採檢費用，亦不適用7+7+7、10+4+7之春節專案。此外，國籍航空公司機組員若自「重點高風險國家」航線航班(含轉機)返臺後，應入住防疫旅宿或符合規定之公司宿舍檢疫14天，且配合入境、檢疫期滿進行PCR檢測，並續行7天自主健康管理。
指揮中心指出，現行「重點高風險國家」為南非、波札那、納米比亞、賴索托、史瓦帝尼、辛巴威及本次新增馬拉威、莫三比克、埃及、奈及利亞，共10國。
指揮中心強調，邊境管制為防範COVID-19疫情的重要關鍵，入境旅客抵臺時應主動配合邊境檢疫措施，並依指揮中心規定的交通方式前往檢疫地點及配合後續防疫相關措施。落實全民共同抗疫，將疫情阻絕於境外，以降低該病毒進入我國社區之風險。

",2021-11
2021-11-29,新增8例COVID-19境外移入確定病例,"中央流行疫情指揮中心今(29)日公布國內新增8例COVID-19境外移入確定病例；另確診個案中無新增死亡。
指揮中心說明，今日新增8例境外移入個案，為7例男性、1例女性，年齡介於10多歲至60多歲，分別自越南(4例，案16700-16703)、印尼(案16704)、柬埔寨(2案，案16705、16706)及美國(案16707)入境，入境日介於今(2021)年11月15日至11月26日，皆持有搭機前3日內檢驗陰性報告；詳如新聞稿附件。
指揮中心統計，截至目前國內累計4,439,574例新型冠狀病毒肺炎相關通報(含4,421,667例排除)，其中16,596例確診，分別為1,952例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。


",2021-11
2021-11-29,12-17歲青少年第二劑BioNTech COVID-19疫苗接種建議,"中央流行疫情指揮中心今(29)日表示，昨(28)日經我國「衛生福利部傳染病防治諮詢會預防接種組(ACIP)」專家會議討論，為提升社區群體免疫力，確保國內防疫安全，國人應按時程接種第二劑COVID-19疫苗，並建議已接種第1劑BioNTech COVID-19疫苗(以下簡稱BNT疫苗)且無發生嚴重不良反應之12-17歲青少年族群，接種第2劑BNT疫苗，並建議兩劑間隔12週以上。後續將由指揮中心與地方政府衛生局規劃安排於校園接種。
指揮中心指出，會中經專家審慎檢視各國青少年族群COVID-19感染、傳播與重症風險、mRNA COVID-19疫苗(包括BNT 及Moderna)接種策略、疫苗接種後心肌炎發生率與相關文獻，並分析國內青少年接種BNT疫苗後心肌炎/心包膜炎發生率、個案病程與恢復情形，雖然mRNA疫苗接種後發生之心肌炎/心包膜炎，可能與疫苗接種有關，惟考量COVID-19病毒變異株持續於國際間流行，且農曆春節即將到來，為降低境外移入個案造成國內社區流行之風險，應積極提升各類對象第二劑接種率，提升群體免疫力，故建議12-17歲青少年完成兩劑BNT疫苗接種。另評估現行雖尚無研究證實兩劑接種間隔與接種疫苗後心肌炎/心包膜炎發生率之關聯性，然依據目前疫苗間隔與保護力實證研究結果，及英國、歐盟、加拿大等國之監測與建議，專家建議12-17歲青少年兩劑BNT疫苗間隔為12週以上。
指揮中心說明，依據各國上市後監測數據，接種BNT疫苗會出現極罕見的心肌炎/心包膜炎病例，這些病例主要發生在接種後14天內，亦有極少數個案發生於接種後2週至4週間；接種第二劑後發生心肌炎/心包膜炎之比率高於第一劑，且年輕男性發生比例較女性以及其他男性年齡層高。指揮中心特別提醒，民眾於接種BNT疫苗後28天內，如出現下列任一疑似心肌炎或心包膜炎的症狀，包括胸痛、胸口壓迫感或不適、心悸(心跳不規則、跳拍或「顫動」)、暈厥（昏厥）、呼吸急促、運動耐受不良（例如走幾步路就會很喘、沒有力氣爬樓梯）等，應立即就醫。並於就醫時告知醫師相關症狀、症狀發生時間、疫苗接種時間，以做為診斷參考。

",2021-11
2021-11-29,為提升免疫保護力，專家建議接種COVID-19疫苗追加劑,"中央流行疫情指揮中心今(29)日表示，昨(28)日我國「衛生福利部傳染病防治諮詢會預防接種組(ACIP)」專家會議建議，考量COVID-19疫苗接種後之免疫保護力可能隨時間下降，為積極因應COVID-19病毒變異株對於國內防疫造成之威脅，降低COVID-19疫苗感染與感染後重症風險，建議已完成2劑COVID-19疫苗接種之65歲以上長者、長照機構住民與工作者、醫護人員、防疫工作人員、第一線高感染風險工作人員及容易感染與疾病嚴重風險者(即COVID-19疫苗公費接種對象第九類)，應於第二劑COVID-19疫苗接種6個月後，追加接種第三劑COVID-19疫苗，其他滿18歲以上民眾可以評估自身感染風險以及接種意願，經醫師評估後接種第三劑COVID-19疫苗，提升保護力。
指揮中心說明，會中經專家檢視目前國外COVID-19疫苗接種後保護力追蹤情形及各國追加劑接種政策與接種實務作業，評估雖完成兩劑COVID-19疫苗後可以快速提升免疫保護力，有效預防COVID-19病毒感染、及感染後重症與死亡風險，惟疫苗保護力會隨著接種時間逐續下降，加以COVID-19病毒不斷變異，即便完成兩劑疫苗後，仍有突破性感染(breakthrough infection)之風險，故建議完成兩劑疫苗接種之民眾，應於第二劑接種6個月後，追加接種第三劑COVID-19疫苗。
指揮中心指出，目前國外各國對於追加劑接種廠牌尚無明確建議，指揮中心將持續收集國內外相關臨床實驗與研究數據以及各國接種建議，並視國內疫苗接種與供應情形，規劃接種作業後，再提供民眾進行接種。

",2021-11
2021-11-29,指揮中心宣布自11月30日至12月13日維持疫情警戒標準為第二級，並宣布歲末／跨年大型活動防疫準備注意事項，請民眾持續配合,"國內疫情趨緩且穩定控制，中央流行疫情指揮中心經與相關單位溝通討論及評估後，於今(29)日宣布，自今(2021)年11月30日至12月13日維持疫情警戒標準為第二級，並維持相關措施及規定如下：
一、維持現行戴口罩規定，外出時應全程佩戴口罩，但符合以下情形，得免戴口罩(本次未調整)：
(一)下列場合得免戴口罩，但應隨身攜帶口罩，且如本身有相關症狀或與不特定對象無法保持社交距離時，仍應戴口罩：
1.於室內外從事運動、唱歌時。
2.於室內外拍攝個人/團體照時。
3.單人或多人進行直播、錄影、主持、報導、致詞、演講、講課等談話性質工作或活動之正式拍攝或進行時。
4.農林漁牧工作者於空曠處(如：田間、魚塭、山林)工作。
5.於山林(含森林遊樂區)、海濱活動。
6.於溫/冷泉、烤箱、水療設施、三溫暖、蒸氣室、水域活動等易使口罩潮濕之場合。
(二)外出時有飲食需求，得免戴口罩。
(三)於指揮中心或主管機關指定之場所或活動，如符合相關防疫措施，得暫時脫下口罩。
二、營業場所及公共場域維持應遵守實聯制、量體溫、加強環境清消、員工健康管理、確診事件即時應變。
指揮中心指出，因應國際間新變異株Omicron威脅，相關大型活動具有人潮擁擠、長時間且近距離接觸不特定人士的特性，仍應維持嚴格防疫管理並加嚴裁處，請主辦單位及民眾務必遵守下列防疫準備注意事項：
一、主辦單位應遵守指揮中心二級警戒公告措施、地方政府大型活動相關防疫規定：
(一)主辦單位應於活動場域提供足量手部清消用品、提高公共廁所之消毒頻率並設有醫療應變措施。
(二)除指定販賣區外，場內不得販售飲食。
(三)室內活動不得販售無座位票，須落實實聯制，規劃固定入口，且於入口處進行體溫量測及手部消毒。
二、活動期間應全程佩戴口罩，除補充水分外，禁止飲食。
(一)除主持、表演及致詞人員得於正式拍攝或進行時免戴口罩，其餘人員及參加活動者不適用飲食(補充水分除外)、拍照等得免戴口罩之例外情形。
(二)主辦單位經地方政府同意，得設置專屬飲食區域供民眾脫口罩飲食，該區域須落實實聯制、入口體溫量測及手部消毒，並不得邊走邊吃，亦不開放試吃。
(三)違反以上規定、經工作人員勸導不聽者，由地方政府依傳染病防治法裁罰。
三、居家檢疫、居家隔離、(加強)自主健康管理者，及有發燒、呼吸道症狀、腹瀉、嗅味覺異常等疑似症狀之民眾(包括表演者及活動工作人員)，不得參加相關活動。違反者將從重處罰。
指揮中心將視國內外疫情及實際執行狀況，適時機動調整防疫措施，強化邊境監測及防疫作為。籲請民眾應落實個人防護措施，主動積極配合各項防疫措施，以兼顧防疫與生活品質。

",2021-11
2021-11-28,新增10例COVID-19境外移入確定病例,"中央流行疫情指揮中心今(28)日公布國內新增10例COVID-19境外移入確定病例；另確診個案中無新增死亡。
指揮中心說明，今日新增10例境外移入個案，為7例男性、3例女性，年齡介於10多歲至30多歲，分別自美國(案16690)、越南(4例，案16691、案16692、案16697、案16699)、印尼(3案，案16693、案16696、案16698)、阿拉伯聯合大公國(案16694)及菲律賓(案16695)入境，入境日介於今(2021)年11月25日至11月26日，皆持有搭機前3日內檢驗陰性報告；詳如新聞稿附件。
指揮中心統計，截至目前國內累計4,426,033例新型冠狀病毒肺炎相關通報(含4,407,812例排除)，其中16,588例確診，分別為1,944例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2021-11
2021-11-27,新增12例COVID-19境外移入確定病例,"中央流行疫情指揮中心今(27)日公布國內新增12例COVID-19境外移入確定病例；另確診個案中無新增死亡。
指揮中心說明，今日新增12例境外移入個案，為8例男性、4例女性，年齡介於10多歲至60多歲，分別自衣索比亞(3例，案16678-16680)、印尼(4例、案16681-16684)、越南(2例，案16685-16686)、印度(案16687)、美國(案16688)及韓國(案16689)入境，入境日介於今(2021)年11月12日至11月25日，皆持有搭機前3日內檢驗陰性報告；詳如新聞稿附件。
指揮中心統計，截至目前國內累計4,411,374例新型冠狀病毒肺炎相關通報(含4,393,040例排除)，其中16,578例確診，分別為1,934例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2021-11
2021-11-26,11月29日零時起，南非、波札那、納米比亞、賴索托、史瓦帝尼及辛巴威等6個國家提升為「重點高風險國家」，入境後須入住集中檢疫所,"中央流行疫情指揮中心今(26)日表示，為因應新型變異株B.1.1.529於全球日益擴散且其傳播力強，為降低該病毒進入國內社區風險，自今(2021)年11月29日零時(航機抵臺時間)起，將南非、波札那、納米比亞、賴索托、史瓦帝尼及辛巴威等6國列為「重點高風險國家」，相關檢疫措施如下：
自11月29日零時起(航班抵臺時間)，旅客過去14天內有其旅遊史(含在當地轉機)，入境後須入住集中檢疫所完成14天隔離檢疫，且配合專案採檢(到所、期滿)及續行7天自主健康管理(第6-7天公費家用快篩1次)，上述旅客不需支付集中檢疫所及採檢費用，亦不適用7+7+7、10+4+7之春節專案。此外，國籍航空公司機組員若自「重點高風險國家」航線航班(含轉機)返臺後，應入住防疫旅宿或符合規定之公司宿舍檢疫14天，且配合入境、檢疫期滿進行PCR檢測，並續行7天自主健康管理。
指揮中心表示，新型變異株B.1.1.529首次係於11月中旬在波札那發現，並於南非東北部豪登省快速傳播，並可能已存在於該國其他8省。目前全球僅於南非、波札那及香港報告感染該變異株病例，其中南非已累計至少77例，波札那及香港僅數例且多具南非旅遊史，另英國已將非洲南部6國列為高風險區。專家表示此新型變異株於棘蛋白處至少有32個突變，並擁有新的突變點，可能可逃脫曾經感染或疫苗產生的免疫反應，亦可能與增加傳播力有關，惟仍需研究證明對疫苗效力、傳播力等影響。
指揮中心強調，邊境管制為防範COVID-19疫情的重要關鍵，入境旅客抵臺時應主動配合邊境檢疫措施，並依指揮中心規定的交通方式前往檢疫地點及配合後續防疫相關措施。落實全民共同抗疫，將疫情阻絕於境外。

",2021-11
