date,title,paragraph,year_month
2022-04-23,"新增4,204例COVID-19確定病例，分別為4,126例本土及78例境外移入","中央流行疫情指揮中心今(23)日公布國內新增4,204例COVID-19確定病例，分別為4,126例本土個案及78例境外移入(58例為航班落地採檢陽性)；另確診個案無新增死亡。
指揮中心表示，今日新增之4,126例本土病例，為2,047例男性、2,078例女性、1例調查中，年齡介於未滿5歲至90歲以上，發病日介於今(2022)年4月7日至4月23日，其中包含2,126例為無症狀感染。個案分佈為新北市(1,563例)，臺北市(945例)，桃園市(527例)，基隆市(219例)，臺中市(171例)，花蓮縣(138例)，高雄市(98例)，宜蘭縣(90例)，新竹縣(57例)，雲林縣(53例)，新竹市及臺南市(各51例)，彰化縣(34例)，臺東縣(29例)，苗栗縣(28例)，南投縣(26例)，屏東縣(24例)，嘉義市(10例)，嘉義縣(7例)，金門縣及連江縣(各2例)，澎湖縣(1例)。相關疫情調查持續進行中。
指揮中心說明，今日新增境外移入個案為35例男性、43例女性，年齡介於10多歲至80多歲，分別自越南(2例)，加拿大、泰國、美國及菲律賓(各1例)移入，另72例調查中。入境日介於今年3月23日至4月22日。
指揮中心指出，今年4月21日公布之境外移入病例案42932，經疫調後改判為本土病例。今年4月22日公布之本土病例案45506、案46453及案47199，經疫調後改判為境外移入病例，分別自印尼、德國及丹麥移入。
指揮中心統計，截至目前國內累計8,011,272例新型冠狀病毒肺炎相關通報(含7,959,488例排除)，其中51,298例確診，分別為10,267例境外移入，40,977例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增6例空號病例(原本土病例案34815、案37575、案44227、案44925、案46703及案46898經疫調後為重複或陰性個案，改列空號)，累計212例移除為空號。2020年起累計856例COVID-19死亡病例，其中842例本土，個案居住縣市分布為新北市415例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。


",2022-04
2022-04-22,指揮中心採購之COVID-19治療用口服藥物Paxlovid已逾18萬人份抵臺,"中央流行疫情指揮中心今(22)日表示，為積極因應COVID-19社區流行疫情，降低疫情對國內醫療量能之衝擊，日前已與輝瑞大藥廠股份有限公司簽訂70萬人份口服藥物Paxlovid採購合約，近期已逾18萬人份藥物抵臺，預計今(2022)年第二季內完成交貨。
指揮中心指出，口服藥物較針劑具有使用便利性之優勢，符合現行輕重症分流、居家照護之防疫模式需要，將陸續配賦至醫院(含集中檢疫所/加強版防疫專責旅宿之主責醫院、各縣市居家照護計畫醫療責任醫院、各縣市轄內長期照護機構主責醫院)及社區核心藥局存放，經醫師評估治療效益與風險，充分告知病人後，給予符合條件病人治療。
指揮中心將持續密切關注國際COVID-19治療藥物之研發使用情形，及國內疫情防治需要，諮詢專家意見，評估採購儲備，以維護國人健康。

",2022-04
2022-04-22,即日起臺北市、新北市、基隆市、桃園市、高雄市、花蓮縣醫院除例外情形暫停探病,"中央流行疫情指揮中心今(22)日指出，因應國內COVID-19疫情進入社區流行階段，為防範疾病於醫療機構傳播、保全醫療量能，即日(4月22日)起調整醫院探病管制措施，相關說明如下：
一、探病規定：
(一)臺北市、新北市、基隆市、桃園市、高雄市、花蓮縣之醫院，除例外情形外，暫停探病。例外情形包括病人實施手術、侵入性檢查或治療等，須由家屬陪同，或依法規須家屬親自簽署同意書或文件；或急診、加護病房或安寧病房等特殊單位，因應病人病情說明之需要；或其他因病情惡化、醫療處置需要或其他特殊原因等情形，經評估有必要探病且經醫療機構同意等情形。
(二)其餘縣市之醫院除例外情形外，維持加護病房、安寧病房、呼吸照護病房(包含RCC)、精神科病房、慢性病房及兒童病房等區域，及有身心障礙、病況危急者，得開放探病。探病時段為每日固定1時段，每名住院病人每次至多2名訪客為原則。
二、其他規定：
(一)所有探病者應出具探視當日採檢之抗原快篩(含家用快篩)自費篩檢陰性證明。
(二)若為「完成COVID-19疫苗追加劑接種達14天(含)以上」或「確定病例符合檢驗解除隔離條件且距發病日3個月內」，得免除篩檢。
(三)探病者須不具COVID-19相關症狀、未曾接觸確診個案或具相關公共場所活動史，且進入醫院務必全程佩戴口罩、遵循呼吸道衛生與咳嗽禮節及落實手部衛生。
指揮中心提醒，由於醫院屬於高感染傳播風險場域，疫情期間儘量避免不必要的探病，建議以視訊或電話方式替代實地探視。為強化醫院感染管制，指揮中心籲請探病者儘速完成疫苗追加劑接種，並鼓勵探病者使用「臺灣社交距離APP」，民眾於進入醫院時，出示APP畫面，得免用其它實聯制措施，以保障自身及病人健康安全。另醫院相關管理規定，將視疫情發展滾動式修正。

",2022-04
2022-04-22,即日起調整全國住宿式長照機構訪客管理措施,"中央流行疫情指揮中心今(22)日公布，因應國內COVID-19疫情發展，為防範COVID-19於住宿式長照機構內傳播風險，即日(4月22日)起調整全國住宿式長照機構訪客管理措施，重點說明如下：
一、臺北市、新北市、基隆市、桃園市、高雄市及花蓮縣：除例外情形暫停探視。例外情形如下：
(一)住民出現嚴重身心不適症狀，如：失眠、血壓不穩、情緒暴躁等，機構無法安撫住民。
(二)其他經機構評估有必要探視者。
二、除臺北市、新北市、基隆市、桃園市、高雄市及花蓮縣以外縣市：依以下三、四規定有條件開放探視。
三、訪客未完成COVID-19疫苗追加劑達14 天（含）以上者，應出具探視當日COVID-19抗原快篩（含家用抗原快篩）陰性證明。曾經確診COVID-19，解除隔離且距發病日未滿3個月者，可免除篩檢。
四、一般訪客優先安排在公共區域會面；不具備活動能力無法自行下床行動或單人房室之住民，可進入住民住房探視。
前述探視應遵循「衛生福利機構與榮譽國民之家因應COVID-19訪客管理作業原則」辦理，包括落實預約制、實聯制、詢問TOCC及限制有感染症狀者進入、每位住民每次訪客人數不可超過3人、不同住民訪客間維持社交距離、進入住房探視每住房每時段原則上僅開放1位住民接受訪客探視、全程佩戴口罩等。
指揮中心表示，將持續監測國內外疫情發展，滾動修正相關應變策略。請各類住宿式長照機構務必落實執行「住宿式長照機構COVID-19強化管制措施」及指揮中心公布之COVID-19相關措施指引，鼓勵機構工作人員與住民儘速接種追加劑疫苗，以提升個人及群體免疫力，並鼓勵使用臺灣社交距離APP，確保工作人員及住民健康安全。

",2022-04
2022-04-22,"新增3,859例COVID-19確定病例，分別為3,766例本土及93例境外移入","中央流行疫情指揮中心今(22)日公布國內新增3,859例COVID-19確定病例，分別為3,766例本土個案及93例境外移入(83例為航班落地採檢陽性)；另確診個案無新增死亡。
指揮中心表示，今日新增之3,766例本土病例，為1,855例男性、1,910例女性、1例調查中，年齡介於未滿5歲至90多歲，發病日介於今(2022)年3月20日至4月22日，其中包含2,077例為無症狀感染。個案分佈為新北市(1,325例)，臺北市(739例)，桃園市(588例)，基隆市(275例)，臺中市(183例)，高雄市(117例)，花蓮縣(100例)，宜蘭縣(80例)，臺南市(71例)，彰化縣(57例)，雲林縣(50例)，新竹縣(48例)，臺東縣(42例)，新竹市及苗栗縣(各23例)，屏東縣(22例)，南投縣(10例)，金門縣(5例)，嘉義縣(4例)，嘉義市(2例)，澎湖縣及連江縣(各1例)。相關疫情調查持續進行中。
指揮中心說明，今日新增境外移入個案為47例男性、45例女性、1例調查中，年齡介於10多歲至60多歲，分別自越南(3例)，馬來西亞及印尼(各2例)，菲律賓及新加坡(各1例)移入，另84例調查中。入境日介於今年3月18日至4月21日。
指揮中心指出，今年4月21日公布之本土病例案41432、案43353-43369，經疫調，案41432為4月16日、案43353-43369為3月30日自越南入境，改判境外移入病例。
指揮中心統計，截至目前國內累計7,951,754例新型冠狀病毒肺炎相關通報(含7,903,776例排除)，其中47,100例確診，分別為10,187例境外移入，36,859例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增2例空號病例(原本土病例案41572、案42576經疫調後為陰性個案，改列空號)，累計206例移除為空號。2020年起累計856例COVID-19死亡病例，其中842例本土，個案居住縣市分布為新北市415例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2022-04
2022-04-21,指揮中心說明確診COVID-19兒童之警訊表徵與送醫條件，並調整確診者分流收治原則及取消居家照護同住者健康條件限制,"中央流行疫情指揮中心今(21)日表示，因應國內出現首例確診COVID-19兒童死亡個案，昨(20)日邀集台灣兒科醫學會、台灣兒童感染症醫學會召開會議，訂定COVID-19兒童確診病例居家照護警訊表徵與緊急送醫條件，說明如下：
一、若兒童出現以下症狀須視訊診療，必要時得安排外出就醫(警訊表徵/就醫警訊)：(一)發燒超過48小時，或高燒超過39度合併發冷/冒冷汗；(二)退燒後持續活動力不佳；(三)退燒後持續呼吸急促/喘或胸悶胸痛；(四)持續性的嘔吐、頭痛或腹痛；(五)超過12小時未進食或未解尿。
二、若兒童出現以下症狀，請撥119或緊急時由同住親友送醫(119送醫/緊急自行就醫條件)：(一)抽搐；(二)意識不佳；(三)呼吸困難或有胸凹現象；(四)唇色發白或發紫；(五)血氧飽和度低於94%(如家中有)；(六)肢體冰冷合併皮膚斑駁、冒冷汗。
指揮中心進一步說明，鑒於國內社區疫情持續擴大，確診病例遽增，並因應各縣市啟動居家照護，即日起取消居家照護同住者健康條件限制，並依COVID-19確診者病症程度，調整分流收治原則，說明如下：
一、中/重症之確診者，均收治於醫院。
二、無症狀/輕症之成人及青少年確診者：如具75歲以上、須血液透析或懷孕36週以上任一條件，收治於醫院；為70-74歲且生活可自理或有陪同照顧者、65-69歲且獨居者，或懷孕35週以內者，安排入住加強版集中檢疫所/防疫旅館；為69歲以下無血液透析或無懷孕，且符合居家照護條件、非65-69歲獨居者，採居家照護。
三、無症狀/輕症之兒童：嬰兒年齡未滿3個月且有發燒，或嬰兒年齡為3至12個月且高燒超過39度，或須進行血液透析者，均收治於醫院。前開條件以外之兒童，符合居家照護條件者採居家照護；不符合居家照護條件者，則由照顧者陪同收治於加強版集中檢疫所/防疫旅館。
四、例外情形：不符居家照護健康條件之無症狀或輕症確診者，如本人或其法定代理人要求希望採居家照護，經醫療人員評估後，得採取居家照護。
五、下轉條件：收治於醫院或加強版集中檢疫所/防疫旅館已達3至5天，經醫療人員評估除隔離外無繼續照護需求，且能符合居家環境條件者，得返家採取居家照護，並由醫院或加強版集中檢疫所/防疫旅館通知衛生局納入居家照護管理。
六、調整居家照護同住者快篩頻率：同住之未確診者，隔離至同戶最後確診個案之確診日後10天，於有症狀時及隔離期滿日進行家用快篩，符合解隔條件後進行7天加強版自主健康管理，期間有症狀時進行家用快篩。
指揮中心籲請地方政府及醫療機構配合落實執行確診病例輕重症分流，以確保確診者健康權益。指揮中心將持續視疫情變化滾動式調整確診病例照護措施，以兼顧病人安全及醫療量能。

",2022-04
2022-04-21,"新增3,058例COVID-19確定病例，分別為2,969例本土及89例境外移入","中央流行疫情指揮中心今(21)日公布國內新增3,058例COVID-19確定病例，分別為2,969例本土個案及89例境外移入(78例為航班落地採檢陽性)；另確診個案無新增死亡。
指揮中心表示，今日新增之2,969例本土病例，為1,458例男性、1,510例女性、1例調查中，年齡介於未滿5歲至90多歲，發病日介於今(2022)年3月13日至4月21日，其中包含1,549例為無症狀感染。個案分佈為新北市(1,000例)，臺北市(663例)，桃園市(414例)，基隆市(216例)，臺中市(139例)，花蓮縣(92例)，高雄市(82例)，宜蘭縣(80例)，雲林縣(42例)，新竹縣(38例)，彰化縣(37例)，新竹市及臺南市(各34例)，屏東縣(32例)，臺東縣(22例)，苗栗縣(19例)，南投縣(10例)，嘉義市(6例)，嘉義縣(5例)，澎湖縣及連江縣(各2例)。相關疫情調查持續進行中。
指揮中心說明，今日新增境外移入個案為36例男性、53例女性，年齡介於未滿10歲至60多歲，分別自越南(5例)，菲律賓(2例)，加拿大、美國、印尼及日本(各1例)移入，另78例調查中。入境日介於今年3月20日至4月20日。
指揮中心指出，今年4月20日公布之本土病例案38117及案40265，經疫調後分別改判為馬來西亞及帛琉境外移入病例。
指揮中心統計，截至目前國內累計7,892,915例新型冠狀病毒肺炎相關通報(含7,849,302例排除)，其中43,243例確診，分別為10,076例境外移入，33,113例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增1例空號病例(原本土病例案39690經疫調後為陰性個案，改列空號)，累計204例移除為空號。2020年起累計856例COVID-19死亡病例，其中842例本土，個案居住縣市分布為新北市415例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2022-04
2022-04-20,ACIP專家建議，6-11歲兒童接種Moderna疫苗、12-17歲青少年接種追加劑、及接種第2次追加劑對象,"中央流行疫情指揮中心今(20)日表示，衛生福利部傳染病防治諮詢會預防接種組(ACIP)專家會議於今日下午召開，會中就6-11歲兒童COVID-19疫苗接種、青少年族群(12-17歲)追加劑接種、第2次追加劑接種等議題進行討論，經評估疫苗安全性、有效性、及國內外疫情風險，參酌各國疫苗接種政策，建議如下：
一、6-11歲兒童COVID-19疫苗接種建議：
(一) 建議推動6-11歲兒童族群接種Moderna COVID-19疫苗，以降低疾病防治措施(如停課)對於兒童受教權及生理、心理發育之影響，並減少疫情傳播。
(二) 接種劑數為2劑，間隔12週，接種劑量為成人劑量之一半(50微克)。
(三) 接種作業可視家長與幼童接種意願，由地方政府衛生局指定COVID-19疫苗合約醫療院所及安排校園接種。
二、青少年族群(12-17歲)建議完成基礎劑接種且無發生嚴重不良反應者，於最後1劑基礎劑接種後5個月，接種追加劑。
三、依目前疫苗安全性及有效性研究結果及各國接種政策，建議接種第2次追加劑對象：
(一) 65歲以上長者(即第4劑)
(二) 長照機構住民(即第4劑)
(三) 18歲以上免疫不全及免疫力低下且病情穩定者(即建議接種基礎加強劑之對象)，包含：
1. 目前正進行或1年內曾接受免疫抑制治療之癌症患者
2. 器官移植患者/幹細胞移植患者
3. 中度/嚴重先天性免疫不全患者
4. 洗腎患者
5. HIV陽性患者
6. 目前正使用高度免疫抑制藥物者
7. 過去6個月內接受化學治療或放射線治療者
8. 其他經醫師評估因免疫不全或免疫力低下，可接種基礎加強劑者
(四) 接種時間建議與第1次追加劑間隔5個月後接種，且不論前面劑次接種廠牌，第2次追加劑可接種Moderna COVID-19 疫苗半劑量(50微克)、BioNTech COVID-19 疫苗全劑量或蛋白質次單元(如高端、Novavax) COVID-19 疫苗全劑量。
指揮中心強調，疫苗接種為防疫工作重要一環，接種疫苗後可降低感染後重症及死亡的風險，保全防疫量能，後續將依專家建議，規劃相關接種作業，保障國人健康。

",2022-04
2022-04-20,為兼顧受防疫管制必要生活需求及降低社區傳播風險，指揮中心將研議相關措施及裁處規定,"中央流行疫情指揮中心今(20)日表示，對於近期有居家隔離民眾反映，社區管理委員會禁止外送員進入社區送餐的情形，為兼顧居家隔離、檢疫或居家照護民眾必要生活需求及降低社區傳播風險，指揮中心將研議相關措施及裁處規定。
指揮中心說明，目前已有公布「COVID-19因應指引：社區管理維護」，供社區強化相關服務人員之管理措施依循，對於外送或其他進入社區人員，社區管理單位可運用實聯制落實登記作業，以及強化手部消毒等措施做好風險控管；若限制供餐或其他生活必需品人員進入，以致居家隔離、檢疫或居家照護對象需外出取餐或領取物品，對於社區其他住戶造成的風險更高。
指揮中心另指出，針對居家照護確診個案如需藥師送藥到府服務部分，應先與選定之送藥到府藥局聯繫，確認用藥需求、領取方式、領取時間以及送藥地點等相關資訊，如因社區/大樓管理委員會相關規定不得送至確診個案家門口，居家照護確診個案得委由管理人員代為領收並轉交放置確診者家門口，後續再與藥師以通訊方式核對領取藥品以及進行用藥衛教諮詢，以確保用藥安全。
指揮中心強調，近期國內疫情已進入社區流行，居家隔離、檢疫或居家照護民眾係配合防疫措施，請社區管理人員務必給予相關協助，以免違反相關規定受罰。

",2022-04
2022-04-20,放寬COVID-19居家照護、居家隔離、居家檢疫者之就醫交通方式,"中央流行疫情指揮中心今(20)日表示，考量COVID-19本土疫情升溫，為確保民眾於居家隔離或檢疫期間，或確定病例於居家照護期間，若有相關醫療需求必須往返醫療機構時，可以及時前往，自即日起放寬有就醫或採檢需求之居家照護、居家隔離、居家檢疫者之交通運送方式，以保障病人就醫安全以及保全醫療運送量能。相關說明如下：
（一）緊急就醫：
1.以119救護車為原則；
2.輔助方式：依衛生局規劃或指示，得以防疫車隊、同住親友接送或自行前往(如步行、自行駕/騎車)等方式進行。
（二）非緊急就醫/採檢：
1.以防疫車隊為原則；
2.輔助方式：依衛生局規劃或指示，得以同住親友接送或自行前往(如步行、自行駕/騎車)等方式進行。
（三）返家隔離(含就醫/採檢後返家)：依衛生局規劃或指示，得以防疫車隊、同住親友接送或自行返家(如步行、自行駕/騎車)等方式進行。
有關居家照護COVID-19確診個案及居家隔離/居家檢疫者之就醫運送/轉送交通方式請參見指揮中心公布文件，後續將視疫情變化滾動調整，以兼顧病人安全及醫療運送量能。

",2022-04
