date,title,paragraph,year_month
2022-03-31,新增239例COVID-19確定病例，分別為87例本土及152例境外移入,"中央流行疫情指揮中心今(31)日公布國內新增239例COVID-19確定病例，分別為87例本土個案及152例境外移入(96例為航班落地採檢陽性)；另確診個案無新增死亡。
指揮中心表示，今日新增本土個案為46例男性、41例女性，年齡介於未滿5歲至70多歲，詳如新聞稿附件。
指揮中心說明，今日新增境外移入個案為72例男性、79例女性、1例調查中，年齡介於未滿5歲至70多歲，分別自越南(62例)、印尼(23例)、香港及泰國(各5例)、日本、新加坡、德國、荷蘭、韓國、以色列、菲律賓及美國(各2例)、南非、英國、巴基斯坦、中國、波蘭及澳大利亞(各1例)移入，另35例調查中。入境日介於今(2022)年3月18日至3月30日；詳如新聞稿附件。
指揮中心統計，截至目前國內累計6,997,665例新型冠狀病毒肺炎相關通報(含6,973,938例排除)，其中23,393例確診，分別為7,470例境外移入，15,869例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增1例(案23190)空號病例，累計136例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。


",2022-03
2022-03-30,公費快篩試劑非直接免費領用 經醫師評估始可發放,"中央流行疫情指揮中心今(30)日表示，有關近日有民眾誤解「社區定點診所發放公費COVID-19家用快篩試劑方案」為直接免費領用一事，指揮中心重申，該方案為強化社區風險監測，並依據科學資料評估篩檢效益後，發放對象規定為具有呼吸道等症狀且於定點診所掛號看診之病患，由醫師評估後始可發放試劑；故民眾領用需經掛號及醫師評估後才可發放，如為未有當日掛號看診紀錄或無症狀者，皆非試劑發放對象；另若幼兒之陪同看診者經醫師判斷後亦可發放，但不可代家人領取。
指揮中心同時呼籲，家用快篩試劑適合於可能感染病毒比例高的地區如確診數較多的區域、確診者足跡熱區，或使用者與確診者有接觸史，或是曾去人潮眾多的地方、曾與確診者足跡重疊等，為維護大眾健康，亦請民眾取得公費快篩試劑後，立即配合居家檢驗並回報快篩結果，以利衛生單位及早發現可能病例，採取防治工作，阻斷傳播鏈。

",2022-03
2022-03-30,指揮中心重申唱歌、餐敘戴口罩規定,"中央流行疫情指揮中心今(30)日表示，因應國內疫情趨勢，指揮中心均滾動式調整戴口罩相關規定；於本(2022)年1月9日至2月28日，因桃園機場、遠雄自貿園區及高雄港等感染事件，即加嚴戴口罩規定，針對運動、唱歌、拍照及直播、錄影、主持、報導、致詞、演講、講課等談話性質工作或活動之正式拍攝或進行時，恢復為須戴口罩；後因考量疫情趨緩，自3月1日至3月31日，增加免戴口罩之例外情形，其中針對唱歌時維持須戴口罩規定；並因應嘉義婚宴感染事件，自3月22日起，針對宴席規定「不得離桌進行敬酒/茶等社交互動」之防治措施，如離開座位亦須戴口罩。前述措施經評估近期國內疫情社區風險增加，自4月1日至4月30日，維持不變。
指揮中心重申，COVID-19疫情變化快速，相關防疫措施須隨時依據疫情狀況調整，以即時因應，故戴口罩等相關規定亦會有所變動。各項規定指揮中心及各地方政府均透過記者會、新聞稿及相關公告等方式宣布，請民眾務必配合，共同維護社區安全。

",2022-03
2022-03-30,配合防疫規定及便民服務 更新數位新冠病毒健康證明查驗程式,"中央流行疫情指揮中心今(30)日說明，配合111年3月27日公布有關「強化特定娛樂場所防疫作為」及參與繞境活動需要，和便民服務，「數位新冠病毒健康證明查驗程式」( https://dvc.mohw.gov.tw/verifier-web/) 更新查驗畫面。
一、已接種3劑(或以上)疫苗，查驗通過畫面加註「已接種滿3劑」，以利查驗人員快速辨識民眾是否已接種3劑(或以上)疫苗。
二、已接種第2劑且滿3個月，查驗通過畫面加註「2劑滿3個月」，以提醒民眾應及時接種第3劑。
指揮中心說明，有關民眾反應於國外接種之劑次未被數位證明採認，致民眾為取得可通行國際的數位健康證明，而需在國內接種更多劑疫苗。配合歐盟規定及我國政策，將國外已接種世界衛生組織(WHO)核發EUL(緊急使用清單)或我國核准緊急授權、專案製造，並於衛生所完成補登疫苗者，亦視為有效劑次，若後續在國內接種，其數位證明之劑次計算會符合實際登錄情形。
指揮中心提醒，健康證明驗證有各種型式，數位健康證明具資料最小、可被遺忘、可自行攜帶等個資保護特質，且配合驗證程式掃描QR Code時具有防偽功能，期待需要場所出入防疫管理的單位善為運用。


",2022-03
2022-03-30,新增163例COVID-19確定病例，分別為56例本土及107例境外移入,"中央流行疫情指揮中心今(30)日公布國內新增163例COVID-19確定病例，分別為56例本土個案及107例境外移入(53例為航班落地採檢陽性)；另確診個案無新增死亡。
指揮中心表示，今日新增本土個案為36例男性、20例女性，年齡介於未滿5歲至80多歲，詳如新聞稿附件。
指揮中心說明，今日新增境外移入個案為51例男性、56例女性，年齡介於未滿5歲至70多歲，分別自越南(20例)、印尼(12例)、美國及香港(各4例)、泰國(3例)、緬甸、澳大利亞、韓國、菲律賓及馬來西亞(各2例)、荷蘭、新加坡、柬埔寨、日本、法國、瑞士、加拿大、俄羅斯及印度(各1例)移入，另45例調查中。入境日介於今(2022)年1月26日至3月29日；詳如新聞稿附件。
指揮中心統計，截至目前國內累計6,966,983例新型冠狀病毒肺炎相關通報(含6,943,537例排除)，其中23,155例確診，分別為7,319例境外移入，15,782例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計135例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。


",2022-03
2022-03-29,強化社區監測，增加公費COVID-19家用快篩試劑定點診所，並提供社區採檢院所分布，呼籲有需求之民眾善加利用,"中央流行疫情指揮中心今(29)日表示，自去(2021)年8月30日起規劃推動COVID-19社區加強監測方案，由各縣市人口數較多之鄉鎮市區基層診所協助發放公費COVID-19家用快篩試劑，由於近期本土疫情新增數起不同場域且感染源待釐清之群聚事件，為強化社區監測，截至今(2022)年3月26日，全國21縣市由272家，增加至540家基層定點診所或衛生所。因COVID-19症狀與一般感冒相似，提醒民眾如有出現呼吸道症狀，可多加前往定點診所，由醫師評估發放試劑後自行居家檢驗及回報快篩結果。如居家快篩檢驗為陽性時，請勿慌張並儘速至鄰近指定社區採檢院所進一步PCR檢驗。
指揮中心提醒，已將公費家用快篩試劑發放診所及核酸檢驗指定機構資訊公告於衛生福利部疾病管制署全球資訊網「COVID-19防疫專區」臺灣社交距離App及採檢地圖/發放公費COVID-19家用快篩試劑社區定點診所地圖(網址：https://reurl.cc/k765gr )或COVID-19全國指定社區採檢院所地圖(網址：https://reurl.cc/QjM9bM )，以利民眾查詢。
另指揮中心說明，COVID-19家用快篩試劑可於醫療器材販賣業者(如藥粧店、醫療器材行、便利商店等)或藥局購買，民眾購買時，請確認產品名稱是否有「家用」、包裝是否刊載「防疫專案核准製造第XXXXXXXXXX號」或「防疫專案核准輸入第XXXXXXXXXX號」等字樣、產品效期是否在有效期間或保存期限內，並依使用說明書或操作影片進行採檢及操作。對使用家用快篩試劑有任何疑問，請洽原購買該產品之醫療器材商或藥局，或逕洽試劑廠商。
指揮中心進一步說明，COVID-19家用快篩試劑產品核准名單、產品說明書與操作影片及相關資料，均可至食藥署網站家用新型冠狀病毒檢驗試劑專區(https://reurl.cc/3jza38)查詢。
指揮中心呼籲，家用快篩試劑適合於可能感染病毒比例高的地區如確診數較多的區域、確診者足跡熱區，或使用者與確診者有接觸史，或是曾去人潮眾多的地方、曾與確診者足跡重疊等。民眾如自覺有風險且出現呼吸道症狀，請佩戴醫用口罩，前往該等診所掛號就醫，由醫師評估發放試劑後自行檢驗。

",2022-03
2022-03-29,新增96例COVID-19確定病例，分別為33例本土及63例境外移入,"中央流行疫情指揮中心今(29)日公布國內新增96例COVID-19確定病例，分別為33例本土個案及63例境外移入(13例為航班落地採檢陽性)；另確診個案無新增死亡。
指揮中心表示，今日新增本土個案為15例男性、18例女性，年齡介於未滿5歲至70多歲，詳如新聞稿附件。
指揮中心說明，今日新增境外移入個案為44例男性、19例女性，年齡介於未滿5歲至70多歲，分別自印尼(15例)、越南(11例)、菲律賓(8例)、泰國(6例)、香港(4例)、印度、美國、韓國及馬來西亞(各2例)、西班牙、哥倫比亞、新加坡及日本(各1例)移入，另7例調查中。入境日介於今(2022)年2月16日至3月28日；詳如新聞稿附件。
指揮中心統計，截至目前國內累計6,931,880例新型冠狀病毒肺炎相關通報(含6,908,650例排除)，其中22,992例確診，分別為7,212例境外移入，15,726例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計135例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。


",2022-03
2022-03-28,4月1日至4月30日維持現行口罩等防疫措施，並強化特定娛樂場所防疫作為,"中央流行疫情指揮中心今(28)日表示，考量國際疫情仍然嚴峻，且境外移入病例數持續增加，而本土疫情新增數起不同場域且感染源待釐清之群聚事件，顯示社區傳播風險上升，為兼顧與維持國內防疫量能、社會經濟活動及有效控管風險，經綜合評估疫情情勢，宣布今(2022)年4月1日至4月30日，將強化特定娛樂場所防疫作為，並維持現行口罩等防疫措施，相關規定說明如下：
一、現行戴口罩規定維持不變，除例外情形時得免戴口罩，外出應全程佩戴口罩：
(一)唱歌時，維持須戴口罩。
(二)下列場合得免戴口罩，但應隨身攜帶口罩，且如本身有相關症狀或與不特定對象無法保持社交距離時，仍應戴口罩：
1.於室內外從事運動時。
2.於室內外拍攝個人/團體照時。
3.自行開車，車內均為同住家人，或無同車者時。
4.直播、錄影、主持、報導、致詞、演講、講課等談話性質工作或活動之正式拍攝或進行時。
5.農林漁牧工作者於空曠處(如：田間、魚塭、山林)工作。
6.於山林(含森林遊樂區)、海濱活動。
7.於溫/冷泉、烤箱、水療設施、三溫暖、蒸氣室、水域活動等易使口罩潮濕之場合。
(三)外出時有飲食需求，得免戴口罩。
(四)於指揮中心或主管機關指定之場所或活動(如：藝文表演/劇組/電視主播等演出人員正式拍攝演出時、運動競賽之參賽選手及裁判於比賽期間等)，如符合指揮中心或主管機關之相關防疫措施，得暫時脫下口罩。
二、營業場所及公共場域(含交通運輸)應嚴格遵守：實聯制、量體溫、加強環境清消、員工健康管理、確診事件即時應變。
三、賣場、超市、市場：依營業場所/公共場域防疫措施，不另要求人流管制；開放試吃。
四、高鐵、臺鐵、公路客運、船舶(固定餐飲區除外)、國內航班：於運具內（車廂、船舶、航空器）開放飲食。
五、餐飲場所：嚴格落實實聯制、量體溫、提供洗手設備及消毒用品；宴席不得逐桌敬酒敬茶。違反上述實聯制等措施者依法裁處並限期改善，未完成改善者，不得提供內用服務。
六、宗教場所、宗教集會活動：依內政部規定之防疫措施辦理。
指揮中心指出，因應近期感染事件，將強化歌廳、舞廳、夜總會、俱樂部、酒家、酒吧、酒店(廊)、理容院(觀光理髮、視聽理容)及其他類似場所(特種咖啡茶室、夜店、舞場、三溫暖)等，特定娛樂場所之防治作為：
1.進入場所之顧客，應提供至少接種3劑疫苗證明，並落實實聯制，如有呼吸道症狀或出現發燒者，均不得進入。
2.所有工作人員/從業人員(含流動工作人士)皆應接種疫苗2劑且滿14天，如第2劑滿3個月者，應接種第3劑，否則不得提供服務。
3.全國上述工作人員/從業人員(含流動工作人士)即日起至4月30日須每週進行1次快篩，陰性者始得提供服務。
4.基隆停業中之小吃店/卡拉OK工作人員/從業人員，如復業後，應具3天內PCR陰性證明，並於復業2週內每2天進行快篩，每週進行PCR 1次。
5.盤點相關從業人員(含服務人員、櫃檯人員、清潔人員、行政人員及流動工作人士等)，進行造冊，並訂定健康監測計畫及有異常狀況時之追蹤處理機制。
指揮中心呼籲，防疫工作人人有責，請民眾自主落實防疫措施，維持個人衛生好習慣，戴口罩、勤洗手、保持社交距離；出入公共場域落實實聯制、體溫量測等，保護自己也保護他人，共同維護國內社區安全。

",2022-03
2022-03-28,新增127例COVID-19確定病例，分別為34例本土及93例境外移入,"中央流行疫情指揮中心今(28)日公布國內新增127例COVID-19確定病例，分別為34例本土個案及93例境外移入(55例為航班落地採檢陽性)；另確診個案無新增死亡。
指揮中心表示，今日新增本土個案為15例男性、19例女性，年齡介於未滿5歲至60多歲，詳如新聞稿附件。
指揮中心說明，今日新增境外移入個案為51例男性、42例女性，年齡介於未滿10歲至70多歲，分別自越南(21例)、泰國、香港及印尼(各4例)、英國、馬來西亞、韓國、美國及德國(各2例)、南非、加拿大、瑞典、菲律賓、波蘭、新加坡及日本(各1例)移入，另43例調查中。入境日介於今(2022)年3月15日至3月27日；詳如新聞稿附件。
指揮中心指出，今年3月14日公布之案21446-案21447、3月21日公布之案22095-案22097境外移入病例，經疫調及病毒基因定序後改判為本土病例。
指揮中心統計，截至目前國內累計6,901,246例新型冠狀病毒肺炎相關通報(含6,878,045例排除)，其中22,896例確診，分別為7,149例境外移入，15,693例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計135例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2022-03
2022-03-27,新增203例COVID-19確定病例，分別為83例本土及120例境外移入,"中央流行疫情指揮中心今(27)日公布國內新增203例COVID-19確定病例，分別為83例本土個案及120例境外移入(88例為航班落地採檢陽性)；另確診個案無新增死亡。
指揮中心表示，今日新增本土個案為69例男性、14例女性，年齡介於未滿5歲至80多歲，詳如新聞稿附件。
指揮中心說明，今日新增境外移入個案為61例男性、59例女性，年齡介於未滿5歲至70多歲，分別自越南(64例)、印尼及美國(各5例)、香港(4例)、韓國(3例)、澳大利亞(2例)、新加坡、加拿大、泰國、德國、模里西斯、法國、印度、阿拉伯聯合大公國、瑞士、菲律賓及厄瓜多(各1例)移入，另26例調查中。入境日介於今(2022)年3月7日至3月26日；詳如新聞稿附件。
指揮中心統計，截至目前國內累計6,886,221例新型冠狀病毒肺炎相關通報(含6,863,204例排除)，其中22,769例確診，分別為7,061例境外移入，15,654例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計135例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2022-03
