date,title,paragraph,year_month
2021-08-31,COVID-19公費疫苗預約平臺增加開放7月19日前意願登記AZ疫苗之23-28歲民眾預約，及BNT疫苗接種對象說明,"中央流行疫情指揮中心今(31)日表示，「COVID-19公費疫苗預約平臺」( https://1922.gov.tw/ )第七期自8月29日10時開放之AZ疫苗預約接種，已於今日12時截止，總計約80.6萬人完成預約，將自9月3日至9月10日施打。為利疫苗資源有效利用，將於9月3日10時至9月4日18時止，增加開放「7月19日前已意願登記選擇AZ疫苗，且尚未接種過疫苗之23歲至28歲(含)[即1998年12月31日(含)以前出生]民眾」，將會陸續收到提醒簡訊，籲請民眾記得進行預約，施打時間預定於9月9日至9月12日，並視疫苗供應期程調整接種場次，籲請民眾屆時準時前往接種。
指揮中心提醒，前次(8月29日10時至8月31日12時止)已宣布之符合預約資格對象，包含7月19日前已意願登記選擇AZ疫苗，且尚未接種過疫苗之29歲(含)以上對象[即1992年12月31日(含)以前出生]及滿18歲以上[即2003年9月3日(含)前出生]第九類對象，依原預約期程，已於8月31日中午12時停止預約及修改。
另針對BNT疫苗到貨後接種對象，指揮中心說明，目前已規劃採校園集中接種或依通知書至地方政府衛生局指定合約醫療院所方式，開放12歲至17歲(含)對象造冊接種，其餘將優先提供預約平臺意願登記，且尚未接種過疫苗之18至22歲(含)民眾預約接種。
指揮中心強調，防疫是政府唯一的考量，疫苗接種開放對象，會視疫情趨勢、接種狀況及疫苗到貨情形等綜合評估規劃，儘速讓所有國民接種疫苗，獲得保護力。

",2021-08
2021-08-31,新增4例COVID-19確定病例，分別為3例本土及1例境外移入,"中央流行疫情指揮中心今(31)日公布國內新增4例COVID-19確定病例，分別為3例本土及1例境外移入；另確診個案中新增1例死亡。
指揮中心表示，今日新增之3例本土病例(均非居家隔離期間陽性者)，為2例男性、1例女性，年齡介於30多歲至60多歲，其中1例於今(2021)年 8月16日發病，另2例於8月30日發病。個案分布為新北市2例、台北市1例；其中2例關聯不明，1例疫調中，將持續進行疫情調查，以釐清感染源。
指揮中心說明，今日新增1例死亡個案(案16093)，為本國籍60多歲男性，8月8日於越南確診，8月28日搭乘醫療專機返臺後至醫院採檢並治療，8月29日確診，8月30日死亡。
指揮中心指出，近期確診個案解隔離情形，5月11日至8月29日累計公布14,784位確診個案中，已有13,676人解除隔離，解隔離人數達確診人數92.5%。
指揮中心表示，今日新增1例境外移入個案(案16105)，為英國籍30多歲男性，未接種COVID-19疫苗，自述6月曾於英國確診，8月17日持搭機前三日內檢驗陰性報告來臺工作，入境後至集中檢疫所採檢陰性並檢疫，8月30日進行期滿前採檢，於今日確診。個案在臺期間並無症狀，集中檢疫期間無接觸他人，故無匡列接觸者。
指揮中心統計，截至目前國內累計2,677,839例新型冠狀病毒肺炎相關通報(含2,660,833例排除)，其中15,995例確診，分別為1,414例境外移入，14,528例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計110例移除為空號。2020年起累計835例COVID-19死亡病例，其中825例本土，個案居住縣市分布為新北市410例、臺北市315例、基隆市28例、桃園市26例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、臺南市、南投縣、高雄市及屏東縣各1例；另10例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2021-08
2021-08-31,AstraZeneca疫苗59.5萬劑將於今(31)日下午抵臺,"中央流行疫情指揮中心今(31)日表示，約59.5萬劑AstraZeneca疫苗預定於今日下午3時40分抵達桃園國際機場，待完成通關程序後，直接運送至指定冷儲物流中心，進行後續檢驗封緘作業，再提供COVID-19接種計畫所列實施對象接種。
指揮中心指出，該中心於去(2020)年10月30日與臺灣阿斯特捷利康公司簽署1,000萬劑COVID-19疫苗供應合約，先前已陸續到貨，分別為3月3日11.7萬劑、7月7日62.6萬劑、7月15日56萬劑、7月27日58.2萬劑、8月12日52.4萬劑、8月27日26.5萬劑，本次提供第七批疫苗，截至目前總計約327萬劑到貨。本次提供的疫苗為多劑型包裝(每瓶10人份)，需存放於2-8℃的環境，依臨床試驗每人需施打2劑，本批效期至110年12月31日。
",2021-08
2021-08-30,社區基層診所於8月30日起加入COVID-19社區監測行列,"中央流行疫情指揮中心今(30)日表示，為降低Delta變異株進入社區風險，及時偵測國內病例以阻斷隱性傳播鏈，指揮中心即日起啟動COVID-19社區加強監測方案，透過一群守護社區健康之基層診所醫師，協助評估就醫民眾臨床症狀，視需要提供公費COVID-19家用快篩試劑，由民眾自行居家篩檢並自主回報篩檢結果，為強化偵測社區病例注入新力量。
指揮中心表示，COVID-19社區加強監測方案將自今日開始執行至今(2021)年12月31日，目前全國18個縣市共計82家診所參與，診所名單詳如新聞稿附件；未來將視執行情形及疫情變化，調整公費快篩試劑發放診所家數。民眾如為2歲以上出現呼吸道症狀的病患至公費快篩試劑發放診所掛號就醫，經醫師判斷後，發放公費家用快篩試劑及注意事項說明單張，如為2歲以下幼兒的陪同看診者，亦由醫師判斷後發放。
指揮中心說明，民眾領取試劑後，請配合依注意事項說明內容儘速採檢，並至線上(https://forms.gle/8gh7Kb3ZkYE5aArW7)填寫試劑領取診所名稱及快篩結果等資料，此為匿名方式收集，無須擔心個人資料外洩情形。
指揮中心呼籲，如快篩檢驗為陽性者請儘速至鄰近的社區採檢院所( https://reurl.cc/MArG1L )進一步PCR檢驗。提醒民眾前往社區採檢院所時，請戴好口罩、勿搭乘大眾運輸工具，對於使用過之採檢器材請用塑膠袋密封包好，並攜帶至社區採檢院所，交予院所人員處理。

",2021-08
2021-08-30,新增8例COVID-19確定病例，分別為3例本土及5例境外移入,"中央流行疫情指揮中心今(30)日公布國內新增8例COVID-19確定病例，分別為3例本土及5例境外移入；另確診個案中無新增死亡。
指揮中心表示，今日新增之3例本土病例(均非居家隔離期間陽性者)，為2例男性、1例女性，年齡介於10多歲至70多歲，1例為今(2021)年8月29日發病，餘2例為無症狀感染，個案分布均在新北市；其中1例為已知感染源、2例關聯不明，將持續進行疫情調查，以釐清感染源。
指揮中心指出，近期確診個案解隔離情形，5月11日至8月28日累計公布14,761位確診個案中，已有13,673人解除隔離，解隔離人數達確診人數92.6%。
指揮中心表示，今日新增5例境外移入個案，均為男性，年齡介於未滿10歲至60多歲，分別自印尼(案16096、案16101)、泰國(案16097)、荷蘭(案16098)、菲律賓(案16099)入境，入境日介於8月27日至8月29日；詳如新聞稿附件。
指揮中心統計，截至目前國內累計2,651,089例新型冠狀病毒肺炎相關通報(含2,633,030例排除)，其中15,991例確診，分別為1,413例境外移入，14,525例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計110例移除為空號。2020年起累計834例COVID-19死亡病例，其中825例本土，個案居住縣市分布為新北市410例、臺北市315例、基隆市28例、桃園市26例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、臺南市、南投縣、高雄市及屏東縣各1例；另9例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2021-08
2021-08-29,捷克政府提供3萬劑 Moderna COVID-19疫苗預定於8月29日下午抵臺,"中央流行疫情指揮中心今(29)日表示，捷克政府於7月26日宣布捐贈我國3萬劑COVID-19疫苗，經捷克衛生部與我國駐捷克代表處之通力合作安排，已於臺北時間8月27日凌晨自布拉格機場啟運，預計8月29日下午抵達桃園國際機場。該批Moderna疫苗抵臺後，將於完成通關程序後，直接運送至指定冷儲物流中心進行後續檢驗封緘作業，提供COVID-19接種計畫所列實施對象進行接種。
指揮中心說明，值此全球疫苗供不應求時刻，捷克伸出援手提供這批COVID-19疫苗，給予國内疫情防治極大幫助，指揮中心謹向捷克政府與民眾至上誠摯謝意。


",2021-08
2021-08-29,新增23例COVID-19確定病例，分別為13例本土及10例境外移入,"中央流行疫情指揮中心今(29)日公布國內新增23例COVID-19確定病例，分別為13例本土及10例境外移入；另確診個案中新增1例死亡。
指揮中心表示，今日新增之13例本土病例(其中9例為居家隔離期間陽性者)，為6例男性、7例女性，年齡介於未滿5歲至50多歲，發病日介於今(2021)年8月16日至8月28日，個案分布為新北市11例、臺北市2例；其中9例為已知感染源、4例關聯不明，將持續進行疫情調查，以釐清感染源。
指揮中心說明，今日新增1例死亡個案(案16067)，為菲律賓籍60多歲男性，8月26日出現發燒症狀，8月27日入境我國後即送醫採檢確診，並於同日死亡。
指揮中心指出，近期確診個案解隔離情形，5月11日至8月27日累計公布14,755位確診個案中，已有13,673人解除隔離，解隔離人數達確診人數92.7%。
指揮中心表示，今日新增10例境外移入個案，為7例男性、3例女性，年齡介於10多歲至60多歲，分別自中國(案16071)、柬埔寨(案16074、16075)、美國(案16076)、緬甸(案16088、16089、16090、16091)、巴基斯坦(案16092)及越南(案16093)入境，入境日介於8月15日至8月28日；詳如新聞稿附件。
指揮中心統計，截至目前國內累計2,637,402例新型冠狀病毒肺炎相關通報(含2,619,709例排除)，其中15,983例確診，分別為1,408例境外移入，14,522例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計110例移除為空號。2020年起累計834例COVID-19死亡病例，其中825例本土，個案居住縣市分布為新北市410例、臺北市315例、基隆市28例、桃園市26例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、臺南市、南投縣、高雄市及屏東縣各1例；另9例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2021-08
2021-08-28,COVID-19公費疫苗預約平臺自8月28日納入接種BNT疫苗選項；另第七期提供接種AZ疫苗並自8月29日10時開始預約,"中央流行疫情指揮中心今(28)日表示，「COVID-19公費疫苗預約平臺」 ( https://1922.gov.tw/ ) 自8月28日起將BNT疫苗納入意願登記選項，並維持開放18歲(含)以上民眾登記，請有意願民眾把握機會進行登記；至於12歲至17歲(含)對象，目前規劃採行流感疫苗接種模式，以校園集中接種或依通知書至地方政府衛生局指定合約醫療院所方式接種，暫不納入意願登記。另第七期將提供接種AZ疫苗，預約時間自8月29日上午10時至8月31日中午12時截止。
指揮中心說明，第七期預約將提供於7月19日前已意願登記選擇AZ疫苗，且尚未接種過疫苗之29歲(含)以上對象[即1992年12月31日(含)以前出生]及滿18歲以上[即2003年9月3日(含)前出生]第九類對象進行接種；施打期間預計自9月3日至9月10日止，並視疫苗供應期程調整接種場次，籲請民眾屆時準時前往接種。此外，提醒符合第七期AZ疫苗預約資格對象如欲增加選擇BNT疫苗，須於8月31日下午4時後始可加選。另已符合AZ疫苗第二劑接種間隔之民眾，將另行開放接種。
指揮中心再次提醒，請民眾於「COVID-19公費疫苗預約平臺」開放意願登記時，先進行意願登記，後續符合預約資格者才可進行下一步預約接種。系統平臺會按疫苗分配情形、參照民眾登記之意願，提供符合預約資格者進行預約接種，所有資料皆會完整保存，請民眾放心。

",2021-08
2021-08-28,新增6例境外移入COVID-19病例，分別自法國、美國、越南、巴基斯坦、柬埔寨及其他國家入境,"中央流行疫情指揮中心今(28)日公布國內新增6例境外移入COVID-19病例，分別自法國、美國、越南、巴基斯坦、柬埔寨及其他國家移入；另確診個案中無新增死亡。
指揮中心表示，今日新增6例境外移入個案，為3例男性、3例女性，年齡介於10多歲至60多歲，分別自法國(案16065)、美國(案16066)、其他(案16067)、越南(案16068)、巴基斯坦(案16069)、柬埔寨(案16070)入境，入境日介於今(2021)年8月7日至8月27日；詳如新聞稿附件。
指揮中心指出，近期確診個案解隔離情形，5月11日至8月26日累計公布14,748位確診個案中，已有13,674人解除隔離，解隔離人數達確診人數92.7%。
指揮中心統計，截至目前國內累計2,618,184例新型冠狀病毒肺炎相關通報(含2,600,433例排除)，其中15,960例確診，分別為1,398例境外移入，14,509例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計110例移除為空號。 2020年起累計833例COVID-19死亡病例，其中825例本土，個案居住縣市分布為新北市410例、臺北市315例、基隆市28例、桃園市26例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、臺南市、南投縣、高雄市及屏東縣各1例；另8例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2021-08
2021-08-27,8月31日起臺北市及新北市開放住宿式長照機構訪客探視,"中央流行疫情指揮中心今(27)日表示，本土疫情趨緩，指揮中心宣布8月24日至9月6日維持疫情警戒標準為第二級，考量疫情維持穩定及住宿式長照機構住民探視之需求，前已於8月10日宣布，全國住宿式長照機構除臺北市及新北市維持暫停訪客(除例外情形)外，其他縣市則有條件開放探視。
現經指揮中心評估，臺北市及新北市的社區感染風險等級已調降至中風險，故自8月31日起，可比照其他縣市開放訪客，說明如下：
一、訪客須出具訪視前3天內採檢之自費篩檢陰性證明；若訪客為「確診者取得解除隔離治療通知書且距發病日未滿3個月者」或「完成2劑COVID-19疫苗接種達14天(含)以上者」，可免除前述篩檢之要求。
二、探視應遵循「衛生福利機構與榮譽國民之家因應COVID-19訪客管理作業原則」辦理，包括：落實預約制、實聯制、詢問TOCC及限制有感染症狀者進入、每位住民每次訪客人數不可超過3人、不同住民訪客間維持社交距離、進入住房探視每住房每時段原則上僅開放1位住民接受訪客探視、全程佩戴口罩等。
指揮中心提醒，住宿式長照機構相關管理將視疫情發展，滾動修正。
",2021-08
