date,title,paragraph,year_month
2021-03-31,清明連假不鬆懈！請持續落實秋冬防疫專案之各項措施,"中央流行疫情指揮中心今(31)日表示，全球COVID-19疫情嚴峻，國內持續有境外移入確定病例，本週適逢清明節及兒童節連續假期，民眾南來北往掃墓、出遊機會增加，請務必持續配合落實秋冬防疫專案之各項措施，以降低疫情發生的風險。
指揮中心指出，連假期間民眾出入「醫療照護、公共運輸、生活消費、教育學習、觀展觀賽、休閒娛樂、宗教祭祀、洽公機關(構)」等八大類場所(場所舉例如附表)，應佩戴口罩；若有飲食需求，在與不特定對象保持社交距離或有適當阻隔設備的前提下，可在飲食期間暫時取下口罩。如未依規定佩戴口罩，且經勸導不聽者，將依違反傳染病防治法第37條第1項第6款規定，由地方政府裁罰新臺幣3千元以上1萬5千元以下罰鍰。
指揮中心表示，戶外風景區、遊樂園、夜市、傳統市場等戶外場所，或遊行、遶境等戶外公眾集會活動，業者或場所管理單位採「人數總量管制」方式管控，確保民眾在場所或活動中持續有效地保持社交距離，並請民眾如有發燒或呼吸道症狀等不適時，避免前往上述場所，並在無法保持社交距離時戴上口罩。公眾集會活動主辦單位應參考「COVID-19(武漢肺炎)因應指引：公眾集會」，妥為評估舉辦活動之必要性及風險，若決定舉辦，應訂定完整防疫應變計畫，落實相關準備及措施。若無法於活動前嚴格執行風險評估，及規劃完善之防疫配套措施，指揮中心強烈建議取消或延後舉辦。
指揮中心指出，連假期間邊境檢疫人員持續堅守崗位，請民眾配合相關防檢疫措施，入境(或經我國機場轉機)應出示「表定航班時間(Flight schedule time)前3日內COVID-19核酸檢驗報告」，及事前安排入境後之檢疫居所(如：防疫旅宿或1人1戶在宅檢疫)，並於「入境檢疫系統」線上完成切結；入境後亦請落實居家檢疫，期間如出現疑似症狀，請主動聯繫衛生局或各縣市關懷中心，並依指示就醫，勿搭乘大眾運輸工具；就醫時請告知醫師旅遊史、職業別、接觸史及是否群聚(TOCC)，以供及時診斷通報。

",2021-03
2021-03-31,4月6日起，開放執業登記醫事人員、醫療院所非醫事人員等接種計畫第一類實施對象接種COVID-19疫苗,"中央流行疫情指揮中心今(31)日表示，經評估國內COVID-19疫苗使用情形，為使疫苗發揮最大效益，自4月6日起，開放執業登記醫事人員、醫療院所非醫事人員、集中檢疫所人員等接種計畫所列第一類實施對象接種COVID-19疫苗。
指揮中心指出，自3月22日起至3月30日止，首批開放接種之AstraZeneca COVID-19疫苗總計接種12,605人次，為儘早提升高感染風險族群之免疫保護力，經「衛生福利部傳染病防治諮詢會預防接種組(ACIP)」專家開會討論，建議開放實施對象第一序位所有人員接種。
指揮中心說明，為增加疫苗接種可近性，除原規劃之87家接種點，將再增加16家接種點，符合接種對象之人員可至上述院所預約接種。由於疫苗為多劑型包裝，為減少疫苗耗損，請依預約時間，攜帶健保卡等身分證明文件準時前往接種。
指揮中心表示，目前開放接種之AstraZeneca COVID-19疫苗，依臨床試驗安全性結果顯示，接種後可能產生的不良反應包括接種部位腫脹、疼痛、疲倦、肌肉痛、關節痛、身體不適、體溫上升、發燒、畏寒等，一般於接種後數日內均可緩解，如民眾返家後有持續發燒、呼吸困難、氣喘、暈眩、心跳加速等不適症狀，請儘速就醫並告知醫師曾接種疫苗，以及時診治並釐清病因。民眾亦可透過疾管家V-Watch系統進行資料填寫與註冊，系統將主動推播告知須回報健康狀況的日期，透過簡單的問卷進行健康追蹤，系統將依據使用者回報情形，給予合適的關懷或就醫建議。

",2021-03
2021-03-31,國際COVID-19疫情回升，籲請民眾保持警覺，配合防檢疫措施,"中央流行疫情指揮中心今(31)日表示，依據世界衛生組織資料顯示，由於各國管制措施放寬、變異株傳播及民眾對疫情警覺性下降等因素影響，全球COVID-19疫情有回升趨勢，近1週平均單日新增確診數已達前波高峰近8成，較前週增加15%；此外，全球近兩週死亡數亦回升，近1週的新增死亡病例還較前週增加逾10%，增幅擴大。目前歐洲、美洲為疫情流行中心。
指揮中心指出，本週各國/地區感染風險級別無調整，名單如下：
低感染風險國家/地區：紐西蘭、澳門、帛琉、斐濟、汶萊、寮國、諾魯、馬紹爾群島、不丹、澳洲、新加坡、越南。
中低感染風險國家/地區：柬埔寨、香港、模里西斯。
指揮中心監測資料顯示，全球累計127,993,949例確診，分布於193個國家/地區；病例數以美國30,398,049例、巴西12,658,109例、印度12,095,855例、法國4,585,385例及俄羅斯4,536,820例為多；病例中2,810,921例死亡，以美國561,165例、巴西317,646例、墨西哥201,826例、印度162,114例及英國126,670例為多。
指揮中心再次提醒，民眾自國外入境時，如有發燒、咳嗽等不適症狀，應主動通報檢疫人員，並配合防疫措施；入境後應落實居家檢疫，期間如出現疑似症狀，請主動聯繫衛生局或各縣市關懷中心，並依指示就醫，勿搭乘大眾運輸工具；就醫時請告知醫師旅遊史、職業別、接觸史及是否群聚(TOCC)，以供及時診斷通報。

",2021-03
2021-03-31,新增6例境外移入COVID-19病例，自美國、緬甸、印尼、衣索比亞及孟加拉入境,"中央流行疫情指揮中心今(31)日公布國內新增6例境外移入COVID-19確定病例，自美國(案1026)、緬甸(案1027)、印尼(案1028及1029)、衣索比亞(案1030)及孟加拉(案1031)入境。
指揮中心表示，案1026為本國籍70多歲男性，長期居住美國，今(2021)年1月3日返臺，持有搭機前3日內檢驗陰性報告，入境後於住家單獨居家檢疫。個案在臺期間並無症狀，3月29日因出境需要，至醫院自費採檢，於今日確診(Ct值31，次日再驗Ct值36，血清抗體IgM、IgG皆為陽性)。已掌握個案接觸者共53人，其中12人列居家隔離、41人列自主健康管理。已採檢48人，其中17人PCR採檢陰性，其餘PCR及血清抗體檢驗中。
指揮中心指出，案1027為緬甸籍30多歲男性漁工，今年3月14日來臺工作，持有搭機前3日內檢驗陰性報告，入境後至防疫旅宿居家檢疫。個案3月29日檢疫期滿後由公司安排至醫院自費採檢，於今日確診(Ct值35，血清抗體檢驗中)。個案在臺期間並無症狀，已掌握個案接觸者共3人，其中2人列居家隔離、1人列自主健康管理。
指揮中心表示，案1028及1029均為印尼籍20多歲男性漁工，今年3月4日來臺工作，皆持有搭機前3日內檢驗陰性報告，入境後至集中檢疫所檢疫，3月17日接受檢疫期滿前採檢，結果均為陰性。2人檢疫期滿後，至其他住所自主健康管理。3月24日搭乘專車至醫院自費採檢，自費採檢結果為陰性，因同行中有5人確診(案1015至1019)，轉列居家隔離對象。3月29日公司逕自安排至醫院自費採檢，於今日確診(Ct值分別為34及31，血清抗體檢驗中)。2人在臺期間均無症狀，已掌握個案接觸者共6人，其中4人列居家隔離，2人列自主健康管理。
指揮中心指出，案1030為本國籍20多歲男性，去年10月至衣索比亞工作，今年3月28日返臺，持有搭機前3日內檢驗陰性報告，入境時無症狀，主動通報曾於國外出現咳嗽、嗅味覺異常等症狀，入境採檢陰性。個案入境後至集中檢疫所檢疫，3月30日再次採檢，並於今日確診(Ct值31，血清抗體檢驗中)。已掌握個案接觸者共17人，其中5人列居家隔離、12人列自主健康管理。
指揮中心表示，案1031為孟加拉籍20多歲女性，今年3月26日來臺就學，持有搭機前3日內檢驗陰性報告，入境後至防疫旅宿居家檢疫。3月28日出現咳嗽症狀，由衛生單位安排就醫採檢，於今日確診(Ct值18)。已掌握個案接觸者共10人，其中8人列居家隔離、2人列自主健康管理。
指揮中心統計，截至目前國內累計189,458例新型冠狀病毒肺炎相關通報(含187,640例排除)，其中1,030例確診，分別為914例境外移入，77例本土病例，36例敦睦艦隊、2例航空器感染及1例不明；另1例(案530)移除為空號。確診個案中10人死亡、981人解除隔離、39人住院隔離中。

",2021-03
2021-03-30,國內出現本季首例流感重症死亡，籲請民眾落實手部及呼吸道衛生，儘速接種流感疫苗,"疾病管制署公布我國本流感季(2020年10月以來)首例流感併發重症死亡病例；近期國內流感疫情雖在低點，提醒民眾仍應做好個人手部及呼吸道衛生，並留意自身及親友健康情形；尚未接種流感疫苗的民眾也應儘快接種，以降低流感病毒對健康的威脅。
疾管署表示，新增之流感併發重症死亡病例為80多歲男性，有慢性病史，未接種流感疫苗，今(2021)年3月21日因嘔吐、呼吸急促就醫並收治住院，經診斷有吸入性肺炎等情形，轉至加護病房治療，3月25日通報，因檢出A型流感，3月27日研判為流感併發重症，同日個案病情惡化，不幸病逝。
依據疾管署監測資料顯示，上週(3月21日至3月27日)國內類流感門急診就診共29,261人次，近期處低點，近4週社區呼吸道病毒分離以腺病毒為多，其次為單純疱疹病毒及副流感病毒；國內自去(2020)年10月迄今累計2例流感併發重症病例，分別感染H3N2、A型(待分型)，死亡病例累計1例，重症病例數及死亡病例數均明顯低於前4個流感季同期(同期病例數為360至966例、死亡病例數為56至159例)。
截至今年3月28日，本流感季公費流感疫苗總接種數約619.3萬劑，65歲以上長者接種率52.5%，學齡前幼兒接種率51.1%。我國自今年1月30日起，公費流感疫苗擴大提供全國6個月以上尚未接種的本國籍民眾接種(如為外籍人士，需為申請中或持有居留證，包含外交官員證、國際機構官員證及外國機構官員證)，至疫苗用罄為止，籲請尚未接種流感疫苗的民眾儘速完成接種，以提升保護力，保護自身及家人健康。
此外，也提醒民眾落實勤洗手及咳嗽禮節等衛生防護措施，有呼吸道症狀時應佩戴口罩；打噴嚏時應用面紙或手帕遮住口鼻，或用衣袖代替；與他人交談時，請保持安全社交距離。民眾如有類流感症狀，應就近就醫並充分休息，以降低病毒傳播的機會。

",2021-03
2021-03-30,新增1例境外移入COVID-19病例，自英國入境,"中央流行疫情指揮中心今(30)日公布國內新增1例境外移入COVID-19確定病例(案1025)，為本國籍30多歲女性，2019年9月至英國就學，今(2021)年3月28日返臺，持有搭機前3日內檢驗陰性報告，入境時無症狀，並至集中檢疫所檢疫。
指揮中心表示，個案3月29日於檢疫所進行專案採檢，檢出COVID-19陽性，於今日確診。已掌握個案同班機接觸者共26人，其中13人為前後二排座位旅客，專案採檢結果皆為陰性，持續於檢疫所隔離，13人為機組員，因有適當防護，列自主健康管理。
指揮中心統計，截至目前國內累計188,626例新型冠狀病毒肺炎相關通報(含186,833例排除)，其中1,024例確診，分別為908例境外移入，77例本土病例，36例敦睦艦隊、2例航空器感染及1例不明；另1例(案530)移除為空號。確診個案中10人死亡、981人解除隔離、33人住院隔離中。

",2021-03
2021-03-29,男自菲律賓返臺，居家檢疫期間發病確診COVID-19,"中央流行疫情指揮中心今(29)日公布國內新增1例境外移入COVID-19確定病例(案1024)，為本國籍30多歲男性，去(2020)年12月中旬至菲律賓工作，今(2021)年3月12日返國，持有搭機前3日內檢驗陰性報告，入境時無症狀，並至住處居家檢疫。
指揮中心表示，個案居家檢疫期間，於3月25日出現嗅味覺異常情形，3月26日由衛生單位安排就醫採檢，於今日確診(Ct值26.6，血清抗體IgM及IgG皆為陽性)。個案發病前2日為居家檢疫期，未與他人接觸，就醫及採檢時接觸之相關人員皆有適當防護，故無匡列接觸者。
指揮中心統計，截至目前國內累計187,777例新型冠狀病毒肺炎相關通報(含186,229例排除)，其中1,023例確診，分別為907例境外移入，77例本土病例，36例敦睦艦隊、2例航空器感染及1例不明；另1例(案530)移除為空號。確診個案中10人死亡、979人解除隔離、34人住院隔離中。

",2021-03
2021-03-28,新增2例境外移入COVID-19病例，皆自菲律賓移入,"中央流行疫情指揮中心今(28)日公布國內新增2例境外移入COVID-19確定病例（案1022、案1023），皆自菲律賓入境。
指揮中心表示，案1022為菲律賓籍30多歲女性移工，今(2021)年3月25日來臺工作，持有搭機前3日內檢驗陰性報告，入境時因體溫異常（39°C），由機場檢疫人員後送醫院採檢，於今日確診 (Ct值34，次日核酸檢測Ct值33，IgM陰性，IgG陽性)。個案自述3月24日開始有呼吸困難、發燒及頭痛等症狀。衛生單位已掌握接觸者16人，飛機座位前後2排旅客共5人，其中3人列居家隔離對象，另2人因入住集中檢疫所，由醫護人員進行每日健康監測，不另外列入居家隔離；機組人員11人均著適當防護裝備，列自主健康管理。
指揮中心指出，案1023為菲律賓籍30多歲男性，今年3月9日來臺工作，持有搭機前3日內檢驗陰性報告，入境後至宿舍居家檢疫，3月24日檢疫期滿後，由公司安排至另一宿舍自主健康管理，因工作需要，3月26日至醫院自費採檢，於今日確診 (Ct值36，次日核酸檢測Ct值35，IgM陽性，IgG陽性)。個案在這期間並無症狀，也未與他人接觸，故無匡列接觸者。
指揮中心統計，截至目前國內累計187,608例新型冠狀病毒肺炎相關通報(含186,017例排除)，其中1,022例確診，分別為906例境外移入，77例本土病例，36例敦睦艦隊、2例航空器感染及1例不明；另1例(案530)移除為空號。確診個案中10人死亡、979人解除隔離、33人住院隔離中。

",2021-03
2021-03-27,新增7例境外移入COVID-19病例，自印尼、美國及菲律賓入境,"中央流行疫情指揮中心今(27)日公布國內新增7例境外移入COVID-19確定病例，自印尼(案1015至案1019)、美國(案1020)及菲律賓(案1021)入境。
指揮中心表示，案1015至案1019均為印尼籍20多歲男性漁工，今(2021)年3月4日來臺工作，皆持有搭機前3日內檢驗陰性報告，入境後至集中檢疫所檢疫，3月17日接受檢疫期滿前採檢，結果均為陰性。5人檢疫期滿後，至其他住所自主健康管理，因工作需要，3月24日搭乘專車至醫院自費採檢，於今日確診(Ct值27至36，且血清抗體皆為陽性)。5人在這期間均無症狀，已掌握接觸者8人，其中6人列居家隔離、2人列自主健康管理。
指揮中心指出，案1020為美國籍40多歲男性，今年3月9日來臺工作，持有搭機前3日內檢驗陰性報告，入境後至防疫旅館檢疫，3月24日檢疫期滿後，由公司安排至其他旅館自主健康管理，因工作需要，3月25日搭車至醫院自費採檢，於今日確診(Ct值30，血清抗體為陽性)。個案在這期間並無症狀，已掌握接觸者6人，其中3人列居家隔離、3人列自主健康管理。
指揮中心表示，案1021為菲律賓籍30多歲男性移工，今年3月13日來臺工作，持有搭機前3日內檢驗陰性報告，入境後至集中檢疫所檢疫，3月26日接受檢疫期滿前採檢，於今日確診。個案在這期間並無症狀，且檢疫期間未與他人接觸，故無匡列接觸者。
指揮中心統計，截至目前國內累計187,356例新型冠狀病毒肺炎相關通報(含185,612例排除)，其中1,020例確診，分別為904例境外移入，77例本土病例，36例敦睦艦隊、2例航空器感染及1例不明；另1例(案530)移除為空號。確診個案中10人死亡、978人解除隔離、32人住院隔離中。

",2021-03
2021-03-26,新增1例境外移入COVID-19病例，自菲律賓入境,"中央流行疫情指揮中心今(26)日公布國內新增1例境外移入COVID-19確定病例(案1014)，為菲律賓籍30多歲男性移工，今(2021)年2月28日來臺工作，持有搭機前3日內檢驗陰性報告，入境後至集中檢疫所檢疫，3月13日接受檢疫期滿前採檢，結果為陰性。
指揮中心表示，個案檢疫期滿後，由公司安排至其他住所自主健康管理，因工作需要，3月25日搭乘專車至醫院自費採檢，檢出COVID-19陽性，於今日確診(Ct值27.5，次日核酸檢測Ct值35，血清抗體IgM及IgG皆為陽性)。個案入境期間並無症狀，已掌握同車接觸者共7人，列自主健康管理。
指揮中心統計，截至目前國內累計186,726例新型冠狀病毒肺炎相關通報(含184,975例排除)，其中1,013例確診，分別為897例境外移入，77例本土病例，36例敦睦艦隊、2例航空器感染及1例不明；另1例(案530)移除為空號。確診個案中10人死亡、973人解除隔離、30人住院隔離中。

",2021-03
