date,title,paragraph,year_month
2021-06-30,指揮中心與農委會制定「批發市場防疫管理措施建議指引」 協助批發市場防疫,"中央流行疫情指揮中心今(30)日表示，批發市場為供應民眾農、漁、畜等民生物資的重要營業場所，因應近期批發市場出現群聚感染事件，為確保相關場域工作人員、採購民眾自身與家人健康，指揮中心與農委會共同訂定「批發市場防疫管理措施建議指引」，呼籲各批發市場遵循，以避免群聚感染、疫情擴大。
指揮中心進一步表示，「批發市場防疫管理措施建議指引」提供主管機關、場域管理單位及工作人員，依實際可行性與適用性，內化為適合個別場域所需的管理措施，供管理單位、從業人員及採購人員遵循辦理，以降低疫情在批發市場的發生機率、規模及社區傳播風險。
指揮中心指出，「批發市場防疫管理措施建議指引」包含以下重點防疫措施，請各批發市場遵循，以降低疫情發生：
人員健康管理：落實市場出入人員體溫量測、實聯制。盤點及造冊相關工作人員，落實健康狀況監測、定期篩檢及訂定健康監測計畫(包含人員名單及異常追蹤處理機制)，並鼓勵接種COVID-19疫苗。
人流管制措施：調整市場攤位配置及營業時段，減少市場之出入口、劃定人員動線及分流措施，管制人數總量及單位時間人數。
落實人員衛生行為：張貼標語、海報或透過廣播提醒顧客、從業人員等落實戴口罩及手部衛生，增加洗手設備可近性，並儘量使用非直接與顧客接觸之收付款方式。
個人防護裝備建議：工作人員需佩戴口罩及面罩，視需要佩戴手套或穿著防水圍裙，拋棄式口罩不可重複使用；面罩若為可重複使用者，應確實清潔消毒後重複使用。
環境清潔消毒：訂定環境清潔及消毒計畫，定時執行環境清潔及消毒，每天至少1次以上，並增加公共廁所衛生清潔及消毒頻率。
出現確定病例之應變措施：訂定包括風險對象管理、風險區域管理及營運降載措施等3大應變措施，批發市場若發生確診者，應通報主管機關，風險區域須暫停營業，並視影響程度，通知供應人及承銷人至鄰近市場交易。
指揮中心表示，農委會後續將與全國各批發市場及縣市政府召開視訊說明會，並請各縣市批發市場依據公布的指引自行訂定符合實際經營樣態的防疫作業規範，確保農產品穩定供應。

",2021-06
2021-06-30,Moderna第三批採購疫苗41萬劑將於今(30)日下午抵臺,"中央流行疫情指揮中心今(30)日表示，第三批Moderna疫苗41萬劑，已於歐洲時間6月29日晚上9時30分自阿姆斯特丹啟運，預定今日下午4時40分抵達桃園國際機場。
指揮中心表示，本批疫苗為我國與供應商採購之一部分，首批15萬劑已於5月28日、第二批24萬劑也於6月18日分別到貨。今日抵臺疫苗待完成通關程序後，將直接運送至指定冷儲物流中心進行後續檢驗封緘作業，再提供COVID-19接種計畫所列實施對象接種。
指揮中心指出，該中心已於今(2021)年2月8日與美國Moderna公司簽署505萬劑COVID-19疫苗供應合約，該疫苗為多劑型包裝(每瓶10人份)，存放於-20℃可保存至少6個月，於2-8℃之使用期限為30天，依臨床試驗結果，每人需施打2劑，2劑間隔28天以上，疫苗保護效力可達94%。

",2021-06
2021-06-30,新增56例COVID-19確定病例，分別為55例本土及1例境外移入,"中央流行疫情指揮中心今(30)日公布國內新增56例COVID-19確定病例，分別為55例本土及1例境外移入；另確診個案中新增5例死亡。
指揮中心表示，今日新增之55例本土病例(其中27例為居家隔離期間或期滿檢驗陽性者)，為30例男性、25例女性，年齡介於未滿5歲至80多歲，發病日介於今(2021)年6月20日至6月29日。個案分布以新北市23例最多，其次為臺北市22例、桃園市5例，高雄市及苗栗縣各2例、屏東縣1例；其中31例為已知感染源、2例關聯不明、22例調查中，相關疫情調查持續進行中。
指揮中心說明，今日新增5例死亡個案，為3例男性、2例女性，年齡介於60多歲至70多歲，發病日介於5月24日至6月16日，確診日介於5月25日至6月18日，死亡日介於6月25日至6月28日；詳如新聞稿附件。
指揮中心指出，近期確診個案解隔離情形，5月11日至6月28日累計公布13,495位確診個案中，已有10,196人解除隔離，解隔離人數達確診人數75.6%。
指揮中心表示，今日新增1例境外移入(案14875)，為印度籍30多歲男性，6月27日自印度來臺，持有搭機前3日內檢驗陰性報告，入境後至集中檢疫所檢疫並採檢送驗，於今日確診；個案在臺期間並無症狀，已匡列接觸者1人，因有適當防護，列自我健康監測。
指揮中心統計，截至目前國內累計1,347,513例新型冠狀病毒肺炎相關通報(含1,331,329例排除)，其中14,804例確診，分別為1,172例境外移入(原6月28日公布之本土個案14755，經疫調採檢後改判為境外移入)，13,579例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計102例移除為空號。自2020年起累計 648例COVID-19死亡病例，其中640例本土，個案居住縣市分布為新北市329例、臺北市246例、基隆市21例、桃園市18例、彰化縣10例、臺中市及新竹縣各4例、宜蘭縣及花蓮縣各2例，苗栗縣、臺東縣、雲林縣及高雄市各1例；另8例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2021-06
2021-06-29,簡訊實聯制數據係以合法性、正當性、必要性進行使用，絕無違法情事,"中央流行疫情指揮中心今(29)日表示，簡訊實聯制的推出，係為方便民眾及商家落實實聯制措施、減少紙本紀錄的接觸，並有助於疫調人員掌握個案相關活動史及匡列接觸者等，相關數據之使用，均有其合法性、正當性、必要性，且絕無違法情事，說明如下：
一、 合法性：衛福部依傳染病防治法第37條第1項第6款，公告「嚴重特殊傳染性肺炎(COVID-19)第三級疫情警戒標準及防疫措施裁罰規定」，規定外出時應全程佩戴口罩，並配合實聯制；行政院為遏止疫情擴散，並減少實聯制紙本填寫之接觸，推出「簡訊實聯制」，供民眾及商家使用。
二、 正當性：簡訊實聯制係於經得使用人同意下，掃瞄QR code即完成實聯制措施；而「簡訊實聯制」並不會留下個資給店家，所留下的活動史簡訊，電信業者也只保留28天，且僅供指揮中心疫調使用，不會做目的外利用。
三、 必要性：在疫調工作中，衛生單位人員須掌握確診個案相關之活動資訊，以即時展開接觸者匡列、環境清消等各項防疫措施，故適當的運用簡訊實聯制相關資訊，對防疫推動有實質的幫助。
指揮中心進一步指出，簡訊實聯制自今(2021)年5月19日上線後，於6月3日起啟用實聯制資料調用機制，以供地方政府衛生局有疫情調查需求時，向指揮中心申請調閱，經審核通過後將調閱資料回復，大多數申請調用案件可於一日之內提供資料。截至6月29日，已有宜蘭縣、花蓮縣、南投縣、屏東縣、苗栗縣、桃園市、高雄市、基隆市、新北市、新竹縣、嘉義縣、彰化縣、臺中市、臺北市、臺南市、澎湖縣，共計16縣市政府衛生局調用303項資料，調用量前3名依序為桃園市衛生局、高雄市衛生局、臺中市衛生局。
指揮中心強調，「簡訊實聯制」的推出，主要為提供民眾、商家、衛生單位不管是在配合防疫措施或執行疫調工作上便利的平臺，籲請民眾、商家配合，也請地方政府加強稽查，共同落實實聯制，完備疫調工作，達到防疫的目的。


",2021-06
2021-06-29,針對媒體報導「COVID-19疫苗接種外展服務，無法選擇疫苗廠牌，係為國產疫苗鋪路」 指揮中心澄清並非事實,"針對媒體報導「COVID-19疫苗接種外展服務，無法選擇疫苗廠牌，係為國產疫苗鋪路」，中央流行疫情指揮中心今(29)日澄清，無法選擇疫苗廠牌，係因目前尚無法確認屆時可供應之疫苗廠牌與數量，並非為國產疫苗鋪路。
指揮中心表示，為加速我國COVID-19疫苗接種作業，規劃辦理「COVID-19疫苗接種外展服務」，已於日前發文請各部會先行調查「規模1,000人以上企業」、「100人以上中央政府機關」等人員施打疫苗意願及進行造冊，並由各機關（構）自行評估是否有適合執行接種作業的地點及空間規劃等。
有關媒體報導「該公文提到無法選擇疫苗廠牌，係為國產疫苗鋪路」，指揮中心澄清，係因目前尚無法確認屆時可供外展服務之疫苗廠牌與疫苗數量，並非為國產疫苗鋪路。待疫苗量充足，會依屆時可供應之疫苗廠牌與數量，再次詢問機關（構）參與外展服務與接種之意願。
指揮中心進一步說明，有關「疫苗外展服務調查」，係為後續疫苗量充足且可全民接種時，疫苗需求量調查與分布之預先規劃。

",2021-06
2021-06-29,新增54例COVID-19確定病例，均為本土個案,"中央流行疫情指揮中心今(29)日公布國內新增54例COVID-19確定病例，均為本土個案；另確診個案中新增8例死亡。
指揮中心表示，今日新增之54例本土病例(其中17例為居家隔離期間或期滿檢驗陽性者)，為19例男性、35例女性，年齡介於未滿5歲至80多歲，發病日介於今(2021)年6月16日至6月28日。個案分布以新北市22例最多，其次為臺北市20例、桃園市及新竹縣各4例，彰化縣2例，基隆市及屏東縣各1例；其中31例為已知感染源、5例關聯不明、18例調查中，相關疫情調查持續進行中。
指揮中心說明，今日新增8例死亡個案，為5例男性、3例女性，年齡介於60多歲至80多歲，發病日介於5月9日至6月19日，確診日介於5月15日至6月20日，死亡日介於6月25日至6月27日；詳如新聞稿附件。
指揮中心指出，近期確診個案解隔離情形，5月11日至6月27日累計公布13,435位確診個案中，已有10,086人解除隔離，解隔離人數達確診人數75.1%。
指揮中心統計，截至目前國內累計1,311,961例新型冠狀病毒肺炎相關通報(含1,295,813例排除)，其中14,748例確診，分別為1,170例境外移入，13,525例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；個案中累計102例移除為空號。自2020年起累計643例COVID-19死亡病例，其中635例本土，個案居住縣市分布為新北市325例、臺北市245例、基隆市21例、桃園市18例、彰化縣10例、臺中市及新竹縣各4例、宜蘭縣及花蓮縣各2例，苗栗縣、臺東縣、雲林縣及高雄市各1例；另8例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2021-06
2021-06-29,6月29日全國防疫會議後記者會報告,"中央流行疫情指揮中心表示，今(29)日上午與各縣市政府召開的「全國防疫會議」，決議如下：
一、國內疫情雖持續下降，惟部分縣(市)仍持續爆發群聚事件，須密切注意監測，及早發現並介入防治；另國內出現Delta變異株群聚，應強化疫調早期圍堵，避免造成社區流行。
1.雙北部分：臺北市疫情趨緩，惟轄內近期發生市場、機構及工地等群聚，須留意防範擴散至社區；新北市疫情亦趨緩，惟各行政區仍須留意後續疫情變化。
2.屏東縣部分：因出現Delta變異株群聚，不排除未來一週仍可能檢出相關病例，請屏東縣落實精準疫調及接觸者匡列、追蹤，早期發現病例並介入防治。
二、有關簡訊實聯制運用於疫調處理部分，鑒於簡訊實聯制推動主要作為輔助疫調之用，建置前提為民眾上傳資訊越少越好(僅有停留場所代碼及進入之時間點)，因此請各地方政府在疫情處理上仍應以精準疫調為主，簡訊實聯制為輔，地方政府如有實聯制資料運用於疫調之需求，指揮中心資訊組將會適時協助提供。
三、針對Delta變異株之防範，有無需要調整醫療院所感染管制措施之部分，指揮中心參考比較國外感控措施，目前尚無需調整我國現行措施。至於相關確診者個案能否共同收治入院，建議地方政府在病房收治量能允許下，仍應以一人一室為主。

",2021-06
2021-06-28,新增60例COVID-19確定病例，均為本土個案,"中央流行疫情指揮中心今(28)日公布國內新增60例COVID-19確定病例，均為本土個案；另確診個案中新增3例死亡。
指揮中心表示，今日新增之60例本土病例(其中31例為居家隔離期間或期滿檢驗陽性者)，為26例男性、34例女性，年齡介於未滿10歲至90多歲，發病日介於今(2021)年6月19日至6月27日。個案分佈以新北市33例最多，其次為臺北市22例、桃園市2例，基隆市、南投縣及彰化縣各1例；其中32例為已知感染源、3例關聯不明、25例調查中，相關疫情調查持續進行中。
指揮中心說明，今日新增3例死亡個案，為2例男性、1例女性，年齡介於70多歲至90多歲，發病日介於5月23日至6月22日，確診日介於5月26日至6月24日，死亡日介於6月25日至6月26日；詳如新聞稿附件。
指揮中心統計，截至目前累計1,282,057例新型冠狀病毒肺炎相關通報(含1,265,704例排除)，其中14,694例確診，分別為1,170例境外移入，13,471例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計102例移除為空號。自2020年起累計635例COVID-19死亡病例，其中627例本土，個案居住縣市分布為新北市321例、臺北市243例、基隆市21例、桃園市17例、彰化縣10例、臺中市及新竹縣各4例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣及高雄市各1例；另8例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2021-06
2021-06-27,本島各機場前往離島自願快篩而呈陽性反應之旅客，將進行PCR採檢陰性後，始允許登機,"有關今(6/27)日上午飛往金門航班，某旅客於機場快篩站進行快篩，因第一次篩檢結果無法成為判定的依據，在取得當事人同意後，執行第二次篩檢，呈現陰性，判定快篩結果為陰性，應予放行，另同步通知金門航空站及金門縣衛生局，以確實掌握該旅客情況。該旅客抵達金門後立即執行PCR檢測，經採檢PCR結果亦為陰性。
目前本島各機場針對前往離島旅客執行篩檢，仍屬自願性質，並無強迫性，不只顧及防疫，亦能爭取旅客信任，鼓勵更多旅客參與篩檢，對離島的防疫防線更有幫助。惟為避免造成地方疑慮，未來於各機場快篩呈陽性或弱陽性反應之旅客，不再考慮檢驗誤差問題，將進行PCR採檢陰性後，始允許登機。

",2021-06
2021-06-27,全球Delta變異株流行，即日起，入境人士前往檢疫地點應搭乘防疫車輛,"中央流行疫情指揮中心今(27)日宣布，因應Delta變異株於全球日益擴散且其傳播力高，即日起若旅客自「重點高風險國家(巴西、印度、英國、祕魯、以色列、印尼及孟加拉)」入境，則請搭乘交通部安排之的防疫車輛前往集中檢疫所。若旅客並非由前述「重點高風險國家」入境，應自費搭乘防疫車輛(或自行駕車)前往防疫旅宿或自費集中檢疫所之檢疫地點。
指揮中心強調，入境人士之親友勿前往機場或港口接機，以減少病毒傳播風險，共同保護親友及社區防疫安全。

",2021-06
