date,title,paragraph,year_month
2021-01-31,新增2例境外移入COVID-19病例，均自菲律賓入境,"中央流行疫情指揮中心今(31)日公布國內新增2例境外移入COVID-19確定病例(案911、912)，均自菲律賓入境。
指揮中心表示，案911為菲律賓籍20多歲男性，今(2021)年1月14日來臺工作，持有搭機前3日內檢驗陰性報告，入境後自費申請至集中檢疫所檢疫，迄今無症狀。個案於1月28日檢疫期滿，原定至另一家旅館住宿，因該旅館要求須出示檢驗陰性證明，故個案於集中檢疫所進行自費採檢，並於今日確診。由於個案無症狀，且住院隔離前接觸之相關人員均有適當防護裝備，因此無匡列接觸者。
案912為菲律賓籍20多歲女性移工，今年1月7日來臺工作，持有搭機前3日內檢驗陰性報告，入境後至集中檢疫所檢疫，迄今無症狀。個案於1月20日接受檢疫期滿前採檢，結果為陰性，檢疫期滿後至宿舍自主健康管理，因公司要求，個案於1月29日至醫院自費採檢，並於今日確診。由於個案無症狀，且於一人一室含獨立衛浴之宿舍自主健康管理，未與他人接觸，故無匡列接觸者。
指揮中心統計，截至目前國內累計155,064例新型冠狀病毒肺炎相關通報(含151,117例排除)，其中911例確診，分別為797例境外移入，75例本土病例，36例敦睦艦隊、2例航空器感染及1例不明；另1例(案530)移除為空號。確診個案中8人死亡、830人解除隔離、73人住院隔離中。

",2021-01
2021-01-30,新增4例本土COVID-19病例，均為醫院感染事件之確診個案相關接觸者,"中央流行疫情指揮中心今(30)日公布國內新增4例本土COVID-19確定病例，均為醫院感染事件之確診個案相關接觸者，其中3例為案863之同住家人(案907、909、910)，研判與案863、864、865為一起家庭群聚案；另1例為案889之就醫相關接觸者(案908)。
指揮中心表示，案907、909、910分別為80多歲、20多歲女性及80多歲男性，皆於1月18日採檢陰性後居家隔離。案907有慢性腎病、糖尿病、高血壓、心臟衰竭等病史，於1月28日出現食慾不振、倦怠、發燒等症狀，1月29日因症狀持續且有咳嗽、呼吸困難症狀，安排採檢就醫檢驗陽性，於昨晚死亡。另案909、910為案863密切接觸者，於1月29日與案907一起安排採檢，於今日確診。
案908為50多歲男性，於1月23日陪同其母就醫，過程均有戴口罩，於1月26日經衛生單位通知居家隔離，迄今無症狀，因與其母同為案889之就醫相關接觸者，於1月29日安排採檢，今日確診，另其母檢驗結果為陰性。個案密切接觸者安排採檢及同住家人居家隔離，相關疫調持續進行中。
指揮中心統計，截至目前國內累計153,716例新型冠狀病毒肺炎相關通報(含149,840例排除)，其中909例確診，分別為795例境外移入，75例本土病例，36例敦睦艦隊、2例航空器感染及1例不明；另1例(案530)移除為空號。確診個案中8人死亡、823人解除隔離、78人住院隔離中。


",2021-01
2021-01-30,國內新增6例境外移入COVID-19病例，自印尼、捷克及巴西入境,"中央流行疫情指揮中心今(30)日公布國內新增6例境外移入COVID-19確定病例，分別自印尼(案901)、捷克(案902)及巴西(案903至906)入境。
指揮中心表示，案901為本國籍40多歲男性，去(2020)年7月前往印尼，今(2021)年1月21日返國，持有搭機前3日內檢驗陰性報告，入境後至住處居家檢疫；個案1月22日起陸續出現發燒、咳嗽及喉嚨痛等症狀，於1月27日主動通報後由衛生單位安排就醫採檢，並於今日確診。已掌握接觸者共17人，其中5人列居家隔離，12人列自主健康管理。
案902為本國籍20多歲女性，去年9月至捷克就學，曾接觸確診個案並於今年1月4日確診，後分別持有1月15日及22日兩次檢驗陰性報告，於1月25日搭機返台。個案1月27日入境時有嗅覺異常症狀，於機場採檢陰性後轉至集中檢疫所檢疫，1月29日二採陽性並確診；同班機接觸者調查匡列中。
案903至案906皆為本國籍，包括2名未滿10歲女童、40多歲男性及30多歲女性，為長期居住巴西之家庭，於1月20日舉家搭機返台，皆持搭機前3日內檢驗陰性報告，入境後於住處居家檢疫；其中案905於1月24日起出現發燒及喉嚨痛等症狀，案903、案904及案906於1月27日陸續出現症狀，經通報後採檢陽性確診，為一起境外移入家庭群聚；同班機接觸者調查匡列中。


",2021-01
2021-01-29,國內出現今年首例漢他病毒症候群個案，籲請民眾落實防鼠3不措施,"國內出現今(2021)年首例漢他病毒症候群(出血熱)病例；疾病管制署呼籲，「不讓鼠來、不讓鼠住、不讓鼠吃」是預防漢他病毒最有效的方法，民眾平時應留意環境中老鼠可能入侵的路徑，家中廚餘或動物飼料應妥善處理，並清除家中老鼠可能躲藏的死角；餐廳、飯店、小吃攤、市場、食品工廠等業者應留意環境衛生，驅除建築物中的鼠類，及採取相關防鼠措施，防範疫情發生。
疾管署表示，今年首例漢他病毒症候群病例為居住南部之50多歲男性，近期無旅遊史，主要活動地為住家周邊，住處曾有鼠類出沒。個案1月8日起陸續出現畏寒、疲倦、盜汗等症狀，曾至診所就醫，1月15日因症狀未改善，且出現發燒頭痛症狀，前往醫院就醫並收治住院，經通報檢驗確診；個案目前狀況穩定，已出院返家休養，同住家人無疑似症狀。衛生單位已前往個案住家周邊進行疫情調查、環境消毒及民眾衛教等防治工作，截至1月28日，共放置55個鼠籠，並已捕獲14隻老鼠。
疾管署統計，國內去(2020)年累計11例漢他病毒症候群病例，高於2016至2019年累計數(分別為4、0、1、3例)；個案居住地為高雄市5例、屏東縣3例、新北市2例、基隆市1例；自2011年以來累計25例，性別以男性14例(佔56%)為多；年齡則以40歲以上20例(佔80%)為多。
疾管署表示，漢他病毒症候群為人畜共通傳染病，人類吸入或接觸遭鼠糞尿污染帶有漢他病毒飛揚的塵土、物體，或被帶病毒的嚙齒類動物咬傷，就有感染風險。漢他病毒出血熱感染後潛伏期為數天至兩個月，主要症狀為突然且持續性發燒、結膜充血、虛弱、背痛、頭痛、腹痛、厭食、嘔吐等，約第3至6天出現出血症狀，隨後出現蛋白尿、低血壓或少尿，部分患者會出現休克或輕微腎病變，並可能進展成急性腎衰竭，經治療後病況可改善。
疾管署提醒，農曆春節將至，提醒民眾大掃除時，如發現鼠類排泄物，請佩戴口罩、橡膠手套及打開門窗，並以稀釋漂白水(100cc市售漂白水+1公升清水)潑灑於可能被污染的環境，待消毒作用30分鐘後清除，由外往內擦拭汙染區域，再使用清水擦拭；另為避免病毒飛揚於空氣造成傳播，請使用清除污物之拋棄式紙巾、抹布或舊報紙清理，再以垃圾袋密封後丟棄。

",2021-01
2021-01-29,新增4例境外移入COVID-19病例，自菲律賓及南非入境,"中央流行疫情指揮中心今(29)日公布國內新增4例境外移入COVID-19確定病例，分別自菲律賓(案897至899)及南非(案900)入境。
指揮中心表示，案897、898及899均為菲律賓籍30多歲女性移工，今(2021)年1月14日來臺工作，皆持有搭機前3日內檢驗陰性報告，入境後至集中檢疫所檢疫，迄今無症狀；3人於1月27日接受檢疫期滿前採檢，並於今日確診。由於3人均無症狀，且檢疫期間未與他人接觸，故無匡列接觸者。
案900為本國籍60多歲男性，去(2020)年10月至南非探親，今年1月12日返國，持有搭機前3日內檢驗陰性報告，入境後至住處居家檢疫；個案1月19日起陸續出現喉嚨痛、鼻塞及咳嗽情形，並自行服藥，1月24日雖曾向衛生單位通報，但個案表示已服藥且症狀改善，故未就醫；個案於1月27日檢疫期滿後，自行前往就醫，經採檢於今日確診。已掌握接觸者共1人，為同住家人，因與個案分住不同樓層，活動空間有區隔，列自主健康管理。
指揮中心統計，截至目前國內累計151,837例新型冠狀病毒肺炎相關通報(含148,478例排除)，其中899例確診，分別為789例境外移入，71例本土病例，36例敦睦艦隊、2例航空器感染及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、813人解除隔離、79人住院隔離中。

",2021-01
2021-01-28,新增2例境外移入COVID-19病例，自美國及德國入境,"中央流行疫情指揮中心今(28)日公布國內新增2例境外移入COVID-19確定病例(案895、896)，分別自美國及德國入境。
指揮中心表示，案895為本國籍20多歲男性，去(2020)年10月前往美國，今(2021)年1月24日返國，持有搭機前3日內檢驗陰性報告，入境後至住處居家檢疫；個案1月25日出現嗅味覺異常症狀，由衛生單位安排就醫採檢，於今日確診。已掌握個案接觸者共24人，其中11人列居家隔離，13人列自主健康管理。
案896為本國籍30多歲男性，去年8月至德國就學，今年1月22日返國，持有搭機前3日內檢驗陰性報告，入境後至住處居家檢疫；個案1月25日及26日陸續出現頭痛、發燒、流鼻水症狀，由衛生單位安排就醫採檢，於今日確診。由於個案發病前2日至住院隔離前均獨自在住處居家檢疫，未與他人接觸，故無匡列接觸者。
指揮中心統計，截至目前國內累計150,239例新型冠狀病毒肺炎相關通報(含146,869例排除)，其中895例確診，分別為785例境外移入，71例本土病例，36例敦睦艦隊、2例航空器感染及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、809人解除隔離、79人住院隔離中。

",2021-01
2021-01-27,北北桃地區所轄醫院即日起除例外情形，停止開放探病，陪病者仍為1人,"中央流行疫情指揮中心今(27)日宣布，因應國內醫院發生COVID-19院內感染事件，調整醫療院所門禁及人員管制措施，北北桃地區所轄醫院即日起至110年2月9日止，除例外情形，停止開放探病，住院病人之陪病者仍為1名，相關說明如下：
一、考量衛生福利部桃園醫院就醫民眾主要分布於北北桃地區，臺北市、新北市及桃園市所轄醫院即日起至110年2月9日止，除例外情形外，停止開放探病。例外情形如下：
(一)病人實施手術、侵入性治療等，須由家屬陪同或基於法規需要家屬簽署同意書或文件。
(二)急診、加護病房或安寧病房等特殊單位，因應病人病情說明之需要。
(三)其他因病患病情惡化或醫療處置需要，或長時間住院病患等情形，經評估有必要探病且經醫療機構同意者。
二、指揮中心再次呼籲民眾進入醫療機構務必全程佩戴口罩、遵循呼吸道衛生與咳嗽禮節、落實手部衛生。如無法佩戴口罩，則要求民眾咳嗽或噴嚏時用衛生紙遮住口鼻，以降低病毒傳播風險。醫療機構倘遇主動規勸或瞭解原因後提供適當協助，仍無故不配合佩戴口罩者，可報請地方主管機關依據傳染病防治法第36條規定，依同法第70條處新臺幣3千元以上1萬5千元以下罰鍰。
指揮中心籲請民眾盡量避免不必要的陪病或探病，建議以視訊或電話方式替代實地探視；若仍有實地探視需要，應配合實名登記及院方相關管理措施。

",2021-01
2021-01-27,國際COVID-19疫情仍在高峰，請民眾保持警覺，配合防檢疫措施,"中央流行疫情指揮中心今(27)日表示，全球COVID-19疫情仍在高峰，累計確診病例數已突破1億例，死亡病例數亦持續創新高，美國、歐洲為目前疫情流行中心。籲請民眾自國外入境時，如有發燒、咳嗽等不適症狀，應主動通報檢疫人員，並配合防疫措施；入境後應落實居家檢疫，期間如出現疑似症狀，請主動聯繫衛生局或各縣市關懷中心，並依指示就醫，勿搭乘大眾運輸工具；就醫時請告知醫師旅遊史、職業別、接觸史及是否群聚(TOCC)，以供及時診斷通報。
指揮中心監測資料顯示，全球累計100,179,203例確診，分布於193個國家/地區；病例數以美國25,534,885例、印度10,676,938例、巴西8,933,356例、俄羅斯3,756,931例及英國3,689,746例為多；病例中2,160,760例死亡，以美國432,637例、巴西218,878例、印度153,587例、墨西哥150,273例及英國100,162例為多。
指揮中心指出，國內今日新增3例境外移入COVID-19病例(案892至894)，截至目前累計148,606例新型冠狀病毒肺炎相關通報(含145,579例排除)，其中893例確診，分別為783例境外移入，71例本土病例，36例敦睦艦隊、2例航空器感染及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、803人解除隔離、83人住院隔離中。
指揮中心再次提醒，民眾出入醫療照護、公共運輸、生活消費、教育學習、觀展觀賽、休閒娛樂、宗教祭祀及洽公機關(構)等八大類高感染傳播風險場域，因不易與他人保持社交距離，且會近距離接觸不特定對象，請務必佩戴口罩，並應落實勤洗手、咳嗽禮節等個人衛生習慣，以降低感染風險。

",2021-01
2021-01-27,新增3例境外移入COVID-19病例，自菲律賓、緬甸及美國入境,"中央流行疫情指揮中心今(27)日公布國內新增3例境外移入COVID-19確定病例(案892至894)，分別自菲律賓、緬甸及美國入境。
指揮中心表示，案892為菲律賓籍30多歲男性移工，今(2021)年1月6日來臺工作，持有搭機前3日內檢驗陰性報告，入境後至集中檢疫所檢疫，迄今無症狀；個案1月19日檢疫期滿前採檢結果為陰性，檢疫期滿後至宿舍自主健康管理，因公司要求，1月25日至醫院自費採檢，於今日確診。由於個案無症狀，自主健康管理期間未與他人接觸，故尚無須匡列接觸者。
案893為緬甸籍30多歲男性船員，今年1月3日來臺工作，持有搭機前3日內檢驗陰性報告，入境後至防疫旅館檢疫，迄今無症狀；個案1月18日檢疫期滿後，接續至其他處所自主健康管理，因預計出海工作，1月25日搭乘專車至醫院自費採檢，於今日確診。已掌握個案接觸者共27人，其中12人列居家隔離，15人列自主健康管理。
案894為本國籍40多歲女性，2019年10月至美國工作，今年1月17日返國，持有搭機前3日內檢驗陰性報告，入境後至住處居家檢疫；個案1月19日出現咳嗽、流鼻水及喉嚨痛症狀，自行服藥後症狀改善，因1月24日有腹瀉及發燒症狀，25日主動通報後，由衛生單位安排就醫採檢，於今日確診；同班機接觸者匡列中。

",2021-01
2021-01-26,打疫苗，平安過好年，1月30日起公費流感疫苗開放全民接種至疫苗用罄,"中央流行疫情指揮中心今(26)日表示，截至今(110)年1月25日，公費流感疫苗總接種數約600.2萬劑，為使疫苗發揮最大效益，自今年1月30日起，公費流感疫苗擴大提供全國6個月以上尚未接種之民眾接種，至疫苗用罄為止，呼籲尚未接種的計畫對象，尤其是65歲以上長者及學齡前幼兒等重點族群儘快接種，以保障自身及周遭人員的健康。
指揮中心指出，因應109年度公費流感疫苗開打初期，因COVID-19疫情民眾接種踴躍，共增購41萬劑疫苗，其中35萬劑為限18歲(含)以上使用之自美國專案進口Flublok四價流感疫苗，該增購疫苗均已配送至地方政府衛生局轉發轄區合約院所及衛生所，提供民眾接種。另考量接種疫苗後，少數人會有發燒、肌肉酸痛等全身性反應，不易與其他感染分辨，所以建議自主健康管理者，於自主健康管理期滿後，再接種流感疫苗。
指揮中心進一步表示，為節省等候及排隊時間，建議民眾接種前可先至各地方政府衛生局網站或疾管署流感防治一網通(https://antiflu.cdc.gov.tw/)查詢，並電洽有提供接種服務的院所進行預約，確認有疫苗後再前往接種。此外，民眾前往醫療院所或接種站接種時，應落實佩戴口罩、適度保持安全距離及手部衛生等措施。
依據疾管署監測資料顯示，上週(1月17日至1月23日)國內類流感門急診就診共39,656人次，較前一週上升5.6%，仍較前4個流感季同期為低；近4週社區呼吸道病毒分離以呼吸道融合病毒(41.7%)為多，惟近期檢出數已呈下降，其次為單純疱疹病毒(29.6%)；國內自去(2020)年10月迄今，累計1例流感併發重症病例，感染H3N2，尚無死亡病例，均明顯低於前4個流感季同期(2016至2020年同期病例數為256至845例、死亡數41至137例)。
指揮中心提醒，天氣預報資料指出，本週有另一波冷空氣南下，各地氣溫將明顯下降，請民眾留意自身健康狀況，並落實勤洗手及咳嗽禮節等衛生防護措施，有呼吸道症狀時應佩戴口罩；打噴嚏時應用面紙或手帕遮住口鼻，或用衣袖代替；與他人交談時，請保持安全社交距離。民眾如有類流感症狀，應就近就醫並充分休息，以降低病毒傳播的風險。

",2021-01
