date,title,paragraph,year_month
2020-12-31,新增2例境外移入COVID-19病例，自英國及印度入境,"中央流行疫情指揮中心今(31)日公布國內新增2例境外移入COVID-19確定病例，分別自英國(案799)及印度(案800)入境。
指揮中心表示，案799為英國籍70多歲男性，今(2020)年12月18日來臺探親，持有登機前3日內核酸檢驗陰性報告，入境後至住所居家檢疫；個案12月26日起有乾咳及活動後呼吸喘情形，29日因全身倦怠及喉嚨痛症狀，由衛生單位安排就醫採檢，於今日確診。由於個案發病前2日至住院隔離前均在居家檢疫，且未與在臺親友接觸，故尚無須匡列接觸者。
案800為印度籍20多歲男性，今年12月15日來臺洽商，持有登機前3日內核酸檢驗陰性報告，入境後至防疫旅館進行居家檢疫，迄今無症狀；個案12月30日檢疫期滿後，由公司安排至醫院自費採檢，於今日確診。由於個案無症狀，且檢疫期滿後之接觸者均有適當防護，故尚無須匡列接觸者。
指揮中心統計，截至目前國內累計126,506例新型冠狀病毒肺炎相關通報(含124,196例排除)，其中799例確診，分別為704例境外移入，56例本土病例，36例敦睦艦隊、2例航空器感染及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、671人解除隔離、121人住院隔離中。

",2020-12
2020-12-30,明年1月1日起限縮非本國籍人士入境及檢疫規定，15日起強化入境旅客檢疫措施,"中央流行疫情指揮中心今(30)日表示，鑒於國際COVID-19疫情仍然嚴峻，為維護國內防疫安全及確保國人健康，我國自明(2021)年1月1日零時起(當地搭機時間)，限縮非本國籍人士入境及檢疫規定，並自明年1月15日零時起強化入境旅客檢疫措施。
指揮中心表示，限縮非本國籍人士入境及檢疫規定說明如下：
(一)非本國籍人士須符合下列條件，始得入境：
外籍人士：持有居留證、外交公務、商務履約、人道考量、國人之配偶及未成年子女、其他特別許可。
港澳人士：持有居留證、商務履約、跨國企業內部調動、國人之配偶及未成年子女、專案許可。
陸籍人士：持有居留證、國人之配偶及未成年子女、專案許可。
(二)暫停旅客來臺轉機。
(三)短期商務人士縮短居家檢疫專案，除已通過審查者外，其餘恢復14天居家檢疫。
(四)暫停國際醫療(特殊或緊急採專案許可除外)。
指揮中心指出，亦將加強入境者之居家檢疫措施，自明年1月15日零時起，入境旅客除須依原規定檢附登機前3日內檢驗報告外，亦須提供檢疫居所證明(以集中檢疫或防疫旅宿為原則，若選擇居家檢疫者，則須1人1戶且經切結)。入境檢疫措施將視疫情及執行狀況，適時滾動調整。

",2020-12
2020-12-30,"指揮中心洽購近2,000萬劑COVID-19疫苗，預期最早可能供貨時程為110年3月","中央流行疫情指揮中心今(30)日表示，基於COVID-19國際疫情持續嚴峻且不斷有復燃趨勢，疫苗對於其後我國疫情防治與國人防護是至為迫切且必要的防治策略，該項疫苗現階段仍屬賣方市場，指揮中心採取「國際投資」(參與WHO、GAVI、CEPI主導之COVAX機制)、「逕洽廠商購買」及「國內自製」等多元方案同時進行，以期分散風險，儘速取得安全有效之疫苗，提供國內風險族群使用。截至目前，指揮中心洽購之COVID-19疫苗總計近2,000萬劑，包含COVAX約476萬劑、AstraZeneca疫苗1,000萬劑及另一家洽談中。預期最早可能供貨時程為110年3月，疫苗所需冷鏈系統亦已規劃。另尚與數家已進行第三期臨床試驗之疫苗廠商持續洽談中。
有關國內三家疫苗研發廠商臨床試驗現況，說明如下：
1. 國光公司：從一期臨床試驗結果，無法決定最適劑量，建議重新執行劑量探索臨床試驗。
2. 高端公司：有條件核准第二期臨床試驗計畫之執行。
3. 聯亞生技公司：預期110年1月可提供第一期完整試驗數據，再續行審查。
指揮中心說明，由於國外疫情緊迫，故部分國家因疫情嚴峻已開始施打緊急授權使用之COVID-19疫苗，惟疫苗於社區大量接種仍存在諸多未確定之風險。指揮中心將持續蒐集國外疫苗施打狀況及因應作法，以更清楚掌握疫苗之安全性及有效性等資料，同時研訂國內疫苗接種實務作業準則及部署規劃。至有關疫苗護照部分，亦將協請專家配合國際共同使用規格研議開發，以應屆時國際通行所需。
指揮中心表示，為使疫苗能發揮群體免疫效益，指揮中心規劃採購涵蓋約65%人口之需求劑量，以每人接種2劑估算，預計購置3,000萬劑疫苗，並以公費方式依「衛生福利部傳染病防治諮詢會預防接種組」所訂之接種對象優先順序，提供醫事人員等風險族群接種（如附）。另將持續透過多元管道密切洽購足敷國人所需之疫苗，未來亦將視國內疫情狀況、疫苗取得數量及適用對象等滾動調整，同時評估開放緊急特殊需求之民眾自費接種方案。


",2020-12
2020-12-30,泰國、不丹持續有COVID-19本土疫情，即日起自中低風險國家移除,"中央流行疫情指揮中心今(30)日表示，不丹自12月20日報告首例感染源不明之COVID-19本土病例後，多地陸續出現群聚疫情，迄今累計約170例本土個案，顯示社區具隱性傳播鏈；泰國中部龍仔厝府之本土疫情擴散，近期每日平均約百例個案確診，影響範圍擴大至超過40個行政區。考量不丹、泰國持續有本土疫情，故即日起將該2國自中低風險國家移除；各國感染風險級別最新名單如下：
1.    低感染風險國家/地區：紐西蘭、澳門、帛琉、斐濟、汶萊、寮國、諾魯、東帝汶、模里西斯、越南、馬紹爾群島、新加坡、柬埔寨。
2.    中低感染風險國家/地區：澳洲。
指揮中心指出，國內今日新增2例境外移入COVID-19確定病例(案797、798)，截至目前累計125,831例新型冠狀病毒肺炎相關通報(含123,451例排除)，其中797例確診，分別為702例境外移入，56例本土病例，36例敦睦艦隊、2例航空器感染及1例不明；另1例(案530)移除為空號。確診個案中7人死亡、666人解除隔離、124人住院隔離中。
指揮中心監測資料顯示，全球累計81,927,339例確診，分布於191個國家/地區；病例數以美國19,678,868例、印度10,224,303例、巴西7,563,551例、俄羅斯3,105,037例及法國2,574,041例為多；病例中1,791,249例死亡，以美國344,139例、巴西192,681例、印度148,153例、墨西哥122,855例及義大利73,029例為多。
指揮中心呼籲，民眾自國外入境時如有發燒、咳嗽等不適症狀，應主動通報機場及港口檢疫人員，並配合防疫措施；返國後應落實居家檢疫，期間如出現疑似症狀，請主動聯繫衛生局或各縣市關懷中心，並依指示就醫，切勿搭乘大眾運輸工具；就醫時請務必告知醫師旅遊史、職業別、接觸史及是否群聚(TOCC)，以供及時診斷通報。
指揮中心提醒，本週逢寒流來襲，民眾除了要做好保暖措施外，出入醫療照護、公共運輸、生活消費、教育學習、觀展觀賽、休閒娛樂、宗教祭祀及洽公機關(構)等八大類高感染傳播風險場域，因不易與他人保持社交距離，且會近距離接觸不特定對象，請務必佩戴口罩，並應落實勤洗手、咳嗽禮節等個人衛生習慣，以降低感染風險。


",2020-12
2020-12-30,2名無症狀菲籍移工來臺工作，檢疫期滿前採檢確診COVID-19,"中央流行疫情指揮中心今(30)日公布國內新增2例境外移入COVID-19確定病例(案797、798)，均自菲律賓入境。
指揮中心表示，案797、798均為菲律賓籍20多歲女性移工，分別於12月15日及16日來臺工作，皆持有登機前3日內核酸檢驗陰性報告，入境後至集中檢疫所檢疫，迄今無症狀；2名個案分別於12月28日及29日接受檢疫期滿前採檢，於今日確診。由於2名個案無症狀，且入境後至檢疫期間之接觸者均有適當防護，故無須匡列為居家隔離對象。


",2020-12
2020-12-30,守護臺灣 COVID-19防疫一週年，疾病管制署永遠站在防疫最前線,"中央流行疫情指揮中心今(30)日舉辦「守護臺灣 COVID-19防疫一週年」記者會，邀請行政院院長蘇貞昌與指揮中心陳時中指揮官、陳宗彥副指揮官、專家諮詢小組張上淳召集人、疫情監測組周志浩組長、莊人祥發言人、醫療應變組羅一鈞副組長及去年12月31日於中國武漢直航航班執行登機檢疫之防疫人員一同觀賞紀錄片，並說明當時登機檢疫的經驗及重要性。
行政院長蘇貞昌表示，感謝所有幕前幕後防疫英雄的付出，共同為臺灣奠定珍貴又安定的力量，以及社會用同理心一起面對看不到的敵人，疫情才得以控制得當，國人才可以維持著安穩的生活型態。指揮中心陳時中指揮官也表示，2020年是無法被抹去的一年，COVID-19疫情全球性的狂襲，只要提及臺灣的防疫工作，歷史不會忘記我們曾多麼堅固地守住家園，而只要提及疫情，世界也不會忘記他們曾看見臺灣民眾發揮了多麼強大的防疫能量。
2019年12月31日COVID-19防疫至今已即將屆滿一週年，30多分鐘的紀錄片，記錄2019年12月底，中國武漢出現不明原因肺炎以來，疾病管制署即刻成立應變工作小組，並以「料敵從寬、禦敵從嚴」的態度審慎以對、迅速應變，啟動邊境管制，嚴守國境，同時進行全方位的疫情監測，積極整備醫療及防疫資源，建置縝密的社區防疫網，用最即時、公開透明的方式，讓國人了解疫情資訊，降低對於不明疫情的恐慌，齊心抗疫。今(2020)年這一場仗還沒有打完，面對國際嚴峻的疫情環境，疾病管制署會繼續做好防疫工作，帶著希望與勇敢持續前行，用愛共同守護這片土地，守護國人的健康。


",2020-12
2020-12-29,新增2例境外移入COVID-19病例，自菲律賓及美國入境,"中央流行疫情指揮中心今(29)日公布國內新增2例境外移入COVID-19確定病例，分別自菲律賓(案795)及美國(案796)入境。
指揮中心表示，案795為菲律賓籍30多歲男性移工，今(2020)年12月14日來臺工作，持有登機前3日內核酸檢驗陰性報告，入境後至集中檢疫所檢疫，迄今無症狀；個案12月27日接受檢疫期滿前採檢，於今日確診。因個案無症狀，且檢疫期間未與他人接觸，故無匡列接觸者。
案796為印度籍30多歲男性，長期居住美國，因受聘來臺工作，12月13日與家人一同入境臺灣，持有登機前3日內核酸檢驗陰性報告，入境後至防疫旅館檢疫，迄今無症狀；個案檢疫期滿後，12月28日由公司安排至醫院採檢，於今日確診。目前已掌握個案接觸者共15人，其中4人列居家隔離，11人列自主健康管理。
指揮中心統計，截至目前國內累計125,024例新型冠狀病毒肺炎相關通報(含122,673例排除)，其中795例確診，分別為700例境外移入，56例本土病例，36例敦睦艦隊、2例航空器感染及1例不明；另1例(案530)移除為空號。確診個案中7人死亡，661人解除隔離，127人住院隔離中。

",2020-12
2020-12-28,近日氣溫驟降，請65歲以上長者及學齡前幼兒儘速接種流感疫苗，降低感染流感風險,"疾管署今(28)日表示，截至12月27日，公費流感疫苗總接種數約591.7萬劑，65歲以上長者接種率51.3%，學齡前幼兒接種率48.9%，呼籲65歲以上長者及學齡前幼兒等流感高風險族群，把握機會儘速前往接種流感疫苗。
疾管署籲請符合計畫對象民眾儘速前往合約院所完成流感疫苗接種。因各縣市疫苗剩餘量不一，提醒民眾，接種前可先至各地方政府衛生局網站或疾管署流感防治一網通(https://antiflu.cdc.gov.tw/)查詢，並電洽有提供接種服務的院所，確認有疫苗後再前往接種。
疾管署提醒，本週適逢跨年連假日且氣溫遽降，呼籲民眾除接種流感疫苗外，平時也應落實勤洗手與咳嗽禮節等良好衛生習慣；外出時維持室內1.5公尺、室外1公尺以上的社交距離，若無法維持應佩戴口罩；生病不適者盡量在家休息，以降低呼吸道病毒傳播的風險。

",2020-12
2020-12-28,自1月1日起 強化國籍航空公司機組員健康防疫管控措施,"中央流行疫情指揮中心今(28)日表示，指揮中心12月26日審查交通部送出的「國籍航空公司實施機組人員防疫健康管控措施作業原則」，指揮中心要求在航空公司強化外站管制、機上全程防護、持續派飛管理及查核機制下，長程航班或入境他國的機組員，返國後必須完成7天居家檢疫且安排採檢陰性後才能進入社區，且第8天至第14天還應遵循加強版自主健康管理。
交通部民航局於作業原則中，增訂強化管控措施，包括要求組員出勤報到時填寫聲明書，並在任務簡報時提醒組員做好防護，更嚴訂了飛行中佩戴口罩、飲食、交談、服務後加強手部消毒等規定。此外，嚴格要求組員外站住宿期間不得外出且禁止接觸當地訪客、每日應記錄及回報健康狀況及在外行動，航空公司也必須建立專責機制來偵測組員是否外出，例如即時監視系統或保全專責人員。
機組員返國後，於實施居家檢疫7天期間，航空公司需強化對組員進行關懷之監測作業。機組員居家檢疫期滿並檢測為陰性後方可進入社區，但仍須遵循加強版的自主健康管理7天，包括禁止搭乘公共運輸工具、禁止出入人數眾多不易維持社交距離且會近距離接觸不特定人士之場所、外出必須佩戴口罩、機組員也要詳實記錄行程及接觸人士等。
依據此作業原則，機組員7天居家檢疫期間內可再派飛長程航班，但返臺期間需入住公司宿舍、指定防疫旅宿或符合防疫要求的居所。但執勤應搭乘公司專車或防疫車隊。航空公司宿舍的防疫管理也應符合指揮中心防疫旅宿相關指引。
上述措施自110年1月1日起實施，民航局及航空公司將透過查核機制進行稽查。


",2020-12
2020-12-28,指揮中心說明自12月23日起自英國返臺民眾採檢結果，有4人陽性(案790、案792-794),"中央流行疫情指揮中心今(28)日說明，因應英國疫情嚴峻，我國自12月23日零時起，自英國入境及過去14日有英國旅遊史者皆至集中檢疫所進行檢疫。
指揮中心表示，自12月23日起，自英國入境旅客及過去14天有英國旅遊史者共27人，皆入住集中檢疫所；目前有1人陽性(案790)，住院隔離治療中，餘26人皆為陰性。另昨(27)日自英國返臺班機共127人(含機組員13人)，其中1人因發燒後送醫院採檢，於今日確診；4人因入境時有症狀採檢陰性，另2人入境時無症狀，經採檢後確診，其餘檢驗陰性者，持續於集中檢疫所密切健康監測。
指揮中心再次提醒，國際疫情嚴峻，民眾自國外入境時如有發燒、咳嗽等不適症狀，應主動通報機場及港口檢疫人員，並配合防疫措施；返國後應落實居家檢疫，期間如出現疑似症狀，請主動聯繫衛生局或各縣市關懷中心，並依指示就醫，切勿搭乘大眾運輸工具；就醫時請務必告知醫師旅遊史、職業別、接觸史及是否群聚(TOCC)，以供及時診斷通報。相關資訊可參閱疾管署網站(https://www.cdc.gov.tw/)，或撥打免付費防疫專線1922(或0800-001922)洽詢。


",2020-12
