date,title,paragraph,year_month
2022-01-31,新增55例COVID-19確定病例，分別為17例本土及38例境外移入,"中央流行疫情指揮中心今(31)日公布國內新增55例COVID-19確定病例，分別為17例本土個案及38例境外移入(20例為航班落地採檢陽性)；另確診個案中無新增死亡。
指揮中心表示，今日新增本土個案為8例男性、9例女性，年齡介於未滿10歲至80多歲；詳如新聞稿附件。
指揮中心說明，今日新增境外移入個案為26例男性、12例女性，年齡介於未滿10歲至70多歲，分別自美國(19例)、中國(2例)、厄瓜多、日本、巴拿馬、比利時、韓國、越南及阿拉伯聯合大公國各1例移入；另10例調查中。入境日介於今(2022)年1月14日至1月30日；詳如新聞稿附件。
指揮中心統計，截至目前國內累計5,673,543例新型冠狀病毒肺炎相關通報(含5,654,537例排除)，其中18,790例確診，分別為3,671例境外移入，15,065例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計127例移除為空號。2020年起累計851例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另13例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2022-01
2022-01-30,指揮中心重申接觸者匡列原則及居家隔離採1人1室措施，必要時可送集中檢疫所隔離，籲請民眾務必配合相關規範,"鑒於近日本土COVID-19個案多具社區活動史，中央流行疫情指揮中心今（30）日再度說明接觸者匡列原則，亦提醒民眾提高警覺，如未被匡列但疑有可能接觸，主動篩檢。
指揮中心指出，如有COVID-19確診個案，地方政府衛生單位人員即會依據相關作業流程前往執行疫情調查及接觸者匡列，以釐清相關活動史與接觸者，必要時由警政單位協助調查個案活動軌跡。衛生單位針對確診個案於可傳染期間參與之各項活動，皆會進行詳細疫調，並依接觸時間及有無適當防護之條件等，評估所有可能接觸人員感染風險後，進行接觸者名單匡列，並通知該等人員依循衛生機關規定執行居家隔離、自主健康管理或自我健康監測等各項防疫措施。
指揮中心表示，密切接觸者之隔離措施自110年5月16日起即以1人1室為原則，惟經指揮中心專案核定、地方政府報經指揮中心同意或經地方政府衛生單位評估家中環境不適合者(如：居家隔離者無法有獨立的房間及廁所、住家環境有受病毒汙染之虞且難以即時確實清消，可能有環境汙染造成疾病傳播之風險等)，可公費送集中檢疫所隔離。隔離措施為阻絕病毒傳播重要方法，籲請民眾務必配合、遵守相關規範，共同維護社區安全。

",2022-01
2022-01-30,新增54例COVID-19確定病例，分別為14例本土及40例境外移入,"中央流行疫情指揮中心今(30)日公布國內新增54例COVID-19確定病例，分別為14例本土個案及40例境外移入(8例為航班落地採檢陽性)；另確診個案中無新增死亡。
指揮中心表示，今日新增本土個案為6例男性、8例女性，年齡介於未滿10歲至60多歲；詳如新聞稿附件。
指揮中心說明，今日新增境外移入個案為21例男性、19例女性，年齡介於未滿5歲至60多歲，分別自美國(8例)、英國(5例)、中國(4例)、越南(3例)、柬埔寨(2例)、澳大利亞、香港、法國、日本、南非、菲律賓、加拿大及匈牙利(各1例)移入；另10例調查中。入境日介於今(2022)年1月14日至1月29日；詳如新聞稿附件。
指揮中心統計，截至目前國內累計5,659,833例新型冠狀病毒肺炎相關通報(含5,640,850例排除)，其中18,735例確診，分別為3,633例境外移入，15,048例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計127例移除為空號。2020年起累計851例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另13例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。


",2022-01
2022-01-30,春節期間主動防疫，落實戴口罩、實聯制、勤洗手，保護自己也保護他人,"疾病管制署表示，冬季為呼吸道傳染病好發季節，且國際COVID-19疫情嚴峻，國內亦有社區感染出現，適逢春節連續假期，特別提醒民眾應主動做好個人衛生防護措施，並留意健康情形，拜年時以拱手取代握手，生病在家休息，防範病毒傳播的風險。
依據疾管署監測資料顯示，歷年急診類流感就診人次於農曆春節期間達到高峰；2019至2021年春節期間(除夕至初五)急診類流感就診人次分別為33,122、39,738、 10,234，其中2021年因COVID-19疫情實施各項防疫措施，就診人次較往年為低，惟仍高於平時就診人次。本流感季(去(2021)年10月1日至今(2022)年1月24日)尚無流感併發重症病例；近四週社區呼吸道病毒分離以單純疱疹病毒及腺病毒為多。
疾管署指出，春節期間拜年、出入公共場所及聚餐的機會增加，但許多場所不易保持社交距離，或會近距離接觸不特定對象(不認識的人)的特性，有較高感染及傳播風險，請民眾出入公共場域、餐飲場所等，應主動配合各項防疫措施，務必落實戴口罩，實聯制、體溫量測、勤洗手、咳嗽禮節等個人防護工作，以降低感染風險。
至於戶外場所(如戶外風景區、遊樂園、夜市、傳統市場等)，建議業者或場所管理單位採用「人數總量管制」方式進行管控，使民眾在場所或活動中能持續、有效地保持社交距離，並請民眾如有發燒或呼吸道症狀等身體不適時，應避免前往上述場所。
疾管署提醒，仍在居家檢疫/隔離的民眾，應遵守相關規定，可透過視訊或電話等方式向親友拜年，不可外出。自主健康管理者，應避免出入無法保持社交距離、或容易近距離接觸不特定人士之公共場所，亦禁止從事近距離或群聚型之活動(如聚餐、聚會、公眾集會…等)；如有發燒或咳嗽、流鼻水等呼吸道症狀、身體不適者，應確實佩戴醫用口罩，儘速就醫，且不得搭乘大眾交通運輸工具；就醫時應主動告知接觸史、旅遊史、職業暴露及身邊是否有其他人有類似症狀；返家後亦應佩戴口罩避免外出，與他人交談時應保持1公尺以上距離。
疾管署再次呼籲，防疫工作應由自身做起，籲請民眾維持個人防疫好習慣，戴口罩、勤洗手、保持社交距離；出入公共場域落實實聯制、體溫量測等，才能降低病毒傳播風險，保護自己也保護他人，共同維護國內社區安全。

",2022-01
2022-01-29,呼籲長者及高風險族群儘速前往接種第1、2劑COVID-19疫苗,"中央流行疫情指揮中心今(29)日表示，因應Omicron新型變異株威脅持續，且國內本土疫情尚未平息，及農曆春節期間國人團聚交流頻繁，社區傳播風險提高，呼籲尚未接種第1、2劑COVID-19疫苗之長者及高風險族群，儘速完成接種，以獲得保護力。  指揮中心說明，目前我國COVID-19疫苗接種率第1劑約81%、第2劑約74%，惟75歲以上長者第1劑接種率僅約75%、第2劑接種率僅約68%，仍需再積極提升。為維護長者及高風險族群健康，降低因感染COVID-19造成之重症、住院或死亡風險，提醒尚未接種第1、2劑之長者及其他 COVID-19感染後容易產生嚴重併發症之族群，於其身體狀況較穩定時，請家屬協助陪同至各地方政府衛生局安排或指定之合約醫療院所，儘速完成接種。疫苗接種後可能發生副作用，通常輕微且於數天內消失，並隨年齡層增加而減少，擔心副作用者，可先與醫師討論，經諮詢、評估以選擇合適之疫苗接種。  指揮中心表示，為鼓勵18歲以上尚未接種1、2劑COVID-19疫苗者儘速前往接種，延長地方政府提供200元(含)以下衛教品之措施至今(2022)年2月28日止，請民眾踴躍前往接種，以獲得保護力。民眾可透過「COVID-19疫苗防治一網通」( https://antiflu.cdc.gov.tw/Covid19 )或地方政府衛生局公告，查詢鄰近合約醫療院所及其可提供接種之疫苗廠牌與時間，就近前往接種。18歲至未滿20歲民眾，如自行前往接種，請持家長簽具之意願同意書；若由家長陪同前往接種，請本人與家長於現場共同簽署意願同意書。  指揮中心提醒，依我國衛生福利部傳染病防治諮詢會預防接種組(ACIP)建議，接種COVID-19疫苗應與流感疫苗等其他疫苗間隔至少7天。另請民眾前往接種COVID-19疫苗前，應備妥健保卡或其他可證明身分之證件，如為接種第2劑COVID-19疫苗者，請記得攜帶「COVID-19疫苗接種紀錄卡」，並於接種前評估時，說明過往疫苗接種史，以利醫生評估。近期天氣多變，對於近期身體具狀況或慢性病情不穩定者，請於身體狀況較穩定後就近前往接種，接種後請多加留意身體狀況，多喝水多休息，亦請家人協助注意，如有持續發燒超過48小時、嚴重過敏反應如呼吸困難、氣喘、眩暈、心跳加速、全身紅疹等不適症狀，應儘速就醫釐清病因。

",2022-01
2022-01-29,早期偵測國內COVID-19病例，指揮中心持續辦理5大加強監測方案，守護民眾健康,"中央流行疫情指揮中心今(29)日表示，因應國際COVID-19疫情嚴峻及Omicron等新型變異株於國內社區流行風險，自去(2021)年8月30日起啟動各項COVID-19加強監測方案，及時偵測國內病例阻斷傳播鏈，截至本(2022)年1月22日辦理情形如下：
一、社區加強監測：
於全國21個縣市共計274家基層定點診所，發放公費COVID-19家用快篩試劑，由醫師評估對於具呼吸道症狀民眾發放試劑，再由民眾居家篩檢及回報快篩結果。累計發放17,834劑，其中1人後續經PCR檢驗研判為確定病例，呼籲民眾如出現呼吸道症狀，請善加利用此機制至公費快篩試劑發放診所掛號就醫。
二、國際機場/國際海港特定高風險工作人員重點監測：
於桃園、臺北、臺中與高雄等4個國際機場及12處國際商港、工業港及離島兩岸通航(小三通)港口之特定高風險工作人員，每7天以公費家用快篩試劑採檢一次。累計檢測80,456人次，其中2人快篩陽性後經PCR檢驗研判為確定病例。
三、廢汙水監測：
持續辦理全國汙水SARS-CoV-2病毒監測，由11處監測站累計採檢176件汙水檢體，SARS-CoV-2病毒核酸檢測均為陰性。
四、邊境進口冷凍食品包裝監測：
持續於邊境採樣檢驗進口冷凍肉品、水產品及水果之內、外包裝，監控進口冷凍食品內、外包裝之SARS-CoV-2病毒污染狀況，累計抽驗30個國家之253批產品，共978件樣品，SARS-CoV-2病毒核酸檢測均為陰性。
五、捐血人血清抗體陽性盛行率調查：
針對去年4至7月份我國捐血中心捐血人之血液存檔樣本，已完成抽樣5,000支檢體進行抗體檢測，僅1支檢體抗核蛋白(N)抗體及抗棘蛋白(S)抗體檢測結果皆為陽性，陽性率為0.02%，整體自然感染陽性率低，與該區間同年齡層確診率相當，本次調查未發現大量未診斷之潛在病例。
指揮中心強調，為因應Omicron新型變異株威脅，及維護國內社區安全，將持續強化邊境與社區監測等各項防疫作為，及早發現可能病例，阻斷傳播鏈，並依據疫情態勢，適度調整加強監測方案。

",2022-01
2022-01-29,新增48例COVID-19確定病例，分別為15例本土及33例境外移入,"中央流行疫情指揮中心今(29)日公布國內新增48例COVID-19確定病例，分別為15例本土個案及33例境外移入；另確診個案中無新增死亡。
指揮中心表示，今日新增本土個案為5例男性、10例女性，年齡介於未滿10歲至70多歲；詳如新聞稿附件。
指揮中心說明，今日新增境外移入個案為19例男性、14例女性，年齡介於20多歲至70多歲，分別自美國(9例)、阿拉伯聯合大公國及新加坡(各2例)、日本、中國、澳大利亞、越南、墨西哥及荷蘭(各1例)移入；另14例調查中。入境日介於今(2022)年1月9日至1月28日；詳如新聞稿附件。
指揮中心統計，截至目前國內累計5,640,594例新型冠狀病毒肺炎相關通報(含5,621,502例排除)，其中18,681例確診，分別為3,593例境外移入，15,034例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增1例空號病例(案18315境外移入病例，再次採檢為陰性，改判排除)，累計127例移除為空號。2020年起累計851例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另13例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。


",2022-01
2022-01-28,新增71例COVID-19確定病例，分別為27例本土及44例境外移入,"中央流行疫情指揮中心今(28)日公布國內新增71例COVID-19確定病例，分別為27例本土個案及44例境外移入；另確診個案中無新增死亡。
指揮中心表示，今日新增本土個案為8例男性、19例女性，年齡介於未滿10歲至60多歲；詳如新聞稿附件。
指揮中心說明，今日新增境外移入個案為25例男性、19例女性，年齡介於未滿5歲至70多歲，分別自美國及菲律賓各8例、中國5例、印尼3例、日本、瑞典及越南各2例、孟加拉國、荷蘭、土耳其、英國、奧地利及丹麥各1例移入；另8例調查中。入境日介於今(2022)年1月13日至1月27日；詳如新聞稿附件。
指揮中心統計，截至目前國內累計5,613,922例新型冠狀病毒肺炎相關通報(含5,594,976例排除)，其中18,634例確診，分別為3,561例境外移入，15,019例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增3例空號病例(案18314境外移入、案18425本土、案18438本土，再次採檢為陰性，共3案研判排除)，累計126例移除為空號。2020年起累計851例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另13例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2022-01
2022-01-27,新增64例COVID-19確定病例，分別為21例本土及43例境外移入,"中央流行疫情指揮中心今(27)日公布國內新增64例COVID-19確定病例，分別為21例本土個案及43例境外移入；另確診個案中無新增死亡。
指揮中心表示，今日新增本土個案為11例男性、10例女性，年齡介於未滿5歲至70多歲；詳如新聞稿附件。
指揮中心說明，今日新增境外移入個案為21例男性、22例女性，年齡介於未滿5歲至60多歲，分別自美國(14例)、印度(3例)、越南、印尼、英國及法國(各2例)、衣索比亞、坦尚尼亞、新加坡、土耳其、菲律賓、南非、芬蘭、日本(各1例)移入；另10例調查中。入境日介於去(2021)年5月2日至今(2022)年1月26日；詳如新聞稿附件。
指揮中心統計，截至目前國內累計5,581,517例新型冠狀病毒肺炎相關通報(含5,562,679例排除)，其中18,566例確診，分別為3,518例境外移入，14,994例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增1例空號病例(案18418，再次採檢為陰性，改判排除)，累計123例移除為空號。2020年起累計851例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另13例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。


",2022-01
2022-01-27,指揮中心公布「COVID-19疫情期間民眾假期生活防疫指引」，籲請民眾主動落實防疫措施，平安過好年,"中央流行疫情指揮中心今(27)日表示，因應Omicron新型變異株威脅持續，且國內本土疫情尚未平息，考量春節連假期間團聚交流、遊憩活動頻繁，社區傳播的風險提高，指揮中心特別訂定「COVID-19疫情期間民眾假期生活防疫指引」，提醒民眾在享受春節連假時光時，主動落實防疫措施，平安過好年。
指揮中心指出，春節連假期間落實勤洗手、呼吸道衛生與咳嗽禮節等良好個人衛生習慣尤為重要；若民眾本身或家人屬於慢性病患者、老年人、孕婦、體重過重、嬰幼兒等免疫力比較不好的族群，更易受感染及感染後病症較為嚴重，請符合接種條件者，儘速完整接種疫苗，獲得保護力，同時也應儘量避免參加可能密集接觸不特定人的聚會或活動，及前往人潮聚集、密閉空間或通風不良的公共場所。另民眾如果要探視上述免疫力較差的對象，建議雙方皆已完整接種疫苗，而探視者也要確認自身沒有身體不適症狀，且近期沒有參加密集接觸不特定人的聚會或活動，再行當面探視，探視時雙方都應佩戴口罩，以降低感染傳播的機會；否則建議使用電話或視訊方式取代。
指揮中心呼籲，連假期間外出活動，儘量選擇前往開放且沒有人群擁擠的地方，並遵循疫情警戒期間外出全程佩戴口罩、與不特定人保持適當社交距離(室內1.5公尺、室外1公尺)、落實實聯制、體溫監測等防疫規範，親友聚餐也儘量控制人數，並遵守餐飲防疫措施。外出時可攜帶乾洗手用品隨時保持手部清潔，並準備備用口罩以便替換，返回住所時，要確實執行手部衛生。如果出現發燒、呼吸道症狀、腹瀉或嗅、味覺異常時，應佩戴口罩，儘速就醫，不要搭乘大眾運輸工具及前往其他公共場所。

",2022-01
2022-01-27,台積電、鴻海永齡、慈濟三間企業和民間團體捐贈之第十七批BNT疫苗91.84萬劑於今(27)日上午抵臺,"中央流行疫情指揮中心今(27)日表示，台積電、鴻海暨永齡基金會、慈濟基金會共同捐贈的第十七批BNT疫苗91.84萬劑，已於今日上午順利運抵桃園國際機場，並在完成通關程序後，直接運送至指定冷儲物流中心進行後續檢驗封緘作業。
指揮中心說明，由台積電、鴻海暨永齡基金會、慈濟基金會共同捐贈的1500萬劑BNT疫苗已全數到貨，總計1,520.76萬劑，多送20.76萬劑，分別為首批9月2日93.24萬劑、第二批9月9日91.03萬劑、第三批9月30日54萬劑、第四批10月1日67.27萬劑、第五批10月4日27萬劑、第六批10月7日88.92萬劑、第七批10月8日88.92萬劑、第八批10月14日82.7萬劑、第九批10月28日89.62萬劑、第十批10月29日91.03萬劑、第十一批11月5日83.07萬劑、第十二批11月12日92.66萬劑、第十三批11月25日93.83萬劑、第十四批12月9日192.35萬劑、第十五批12月30日93.83萬劑，第十六批1月21日99.45萬，以及本批91.84萬劑。本批疫苗效期至2022年5月25日，將由指揮中心統籌運用，儘速提供民眾接種。
對於台積電、鴻海暨永齡基金會、慈濟基金會三間企業和民間團體積極協助，提供更多的疫苗讓民眾接種，加速提升臺灣疫苗覆蓋率，指揮中心再次表達由衷的謝意。

",2022-01
2022-01-26,新增92例COVID-19確定病例，分別為46例本土及46例境外移入,"中央流行疫情指揮中心今(26)日公布國內新增92例COVID-19確定病例，分別為46例本土個案及46例境外移入；另確診個案中無新增死亡。
指揮中心表示，今日新增本土個案為24例男性、22例女性，年齡介於未滿5歲至70多歲；詳如新聞稿附件。
指揮中心說明，今日新增境外移入個案為27例男性、19例女性，年齡介於未滿5歲至60多歲，分別自美國(9例)、英國、加拿大及荷蘭(各2例)、馬來西亞、阿拉伯聯合大公國、法國、中國、瑞典、柬埔寨、越南、新加坡(各1例)移入；另23例調查中。入境日介於今(2022)年1月9日至1月25日；詳如新聞稿附件。
指揮中心統計，截至目前國內累計5,542,669例新型冠狀病毒肺炎相關通報(含5,523,800例排除)，其中18,503例確診，分別為3,475例境外移入，14,974例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計122例移除為空號。2020年起累計851例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另13例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。


",2022-01
