date,title,paragraph,year_month
2021-07-31,新增12例COVID-19確定病例，分別為11例本土及1例境外移入,"中央流行疫情指揮中心今(31)日公布國內新增12例COVID-19確定病例，分別為11例本土及1例境外移入；另確診個案中無新增死亡。
指揮中心表示，今日新增之11例本土病例(其中6例為居家隔離期間或期滿檢驗陽性者)，為5例男性、6例女性，年齡介於20多歲至60多歲，發病日介於今(2021)年7月23日至7月30日。個案分布以新北市6例為最多，其次為臺北市4例、嘉義縣1例；其中7例為已知感染源、2例關聯不明、2例疫調中，將持續進行疫情調查，以釐清感染源。
指揮中心指出，近期確診個案解隔離情形，5月11日至7月29日累計公布14,438位確診個案中，已有12,856人解除隔離，解隔離人數達確診人數89.0%。
指揮中心表示，今日新增1例境外移入(案15780)，為泰國籍50多歲男性船員，今年1月自泰國登船工作，該船航行期間行經俄羅斯及印尼等國並於7月25日抵臺靠港，7月30日衛生單位登船檢疫發現個案有發燒症狀即送醫採檢，於今日確診；已匡列接觸者64人，其中43人列自主健康管理，餘21人為同船人員，目前未入境，持續於船上隔離。
指揮中心統計，截至目前國內累計2,043,204例新型冠狀病毒肺炎相關通報(含2,026,126例排除)，其中15,674例確診，分別為1,267例境外移入，14,354本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計108例移除為空號。2020年起累計787例COVID-19死亡病例，其中779例本土，個案居住縣市分布為新北市392例、臺北市295例、基隆市27例、桃園市24例、彰化縣14例、新竹縣11例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣、高雄市及屏東縣各1例；另8例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2021-07
2021-07-31,立陶宛政府提供2萬劑AstraZeneca COVID-19疫苗於7月31日上午抵臺,"中央流行疫情指揮中心今(31)日表示，立陶宛政府於6月22日宣布捐贈我國2萬劑AstraZeneca疫苗，經立陶宛衛生部與我國駐拉脫維亞代表處之通力合作安排，業於7月31日上午順利運抵桃園國際機場，並在完成通關程序後，直接運送至指定冷儲物流中心進行後續檢驗封縅作業，提供COVID-19接種計畫所列實施對象進行接種。
指揮中心說明，值此全球疫苗供不應求且疫情艱難時刻，立陶宛伸出援手提供這批COVID-19疫苗，給予國内疫情防治極大幫助，指揮中心謹向立陶宛政府與人民至上誠摯謝意。
",2021-07
2021-07-30,新增25例COVID-19確定病例，分別為21例本土及4例境外移入,"中央流行疫情指揮中心今(30)日公布國內新增25例COVID-19確定病例，分別為21例本土及4例境外移入；另確診個案中無新增死亡。
指揮中心表示，今日新增之21例本土病例(其中8例為居家隔離期間或期滿檢驗陽性者)，為14例男性、7例女性，年齡介於未滿10歲至80多歲，發病日介於今(2021)年7月24日至7月28日。個案分布以嘉義縣9例為最多，其次為臺北市7例、新北市4例、高雄市1例；其中18例為已知感染源、2例關聯不明、1例疫調中，將持續進行疫情調查，以釐清感染源。
指揮中心指出，近期確診個案解隔離情形，5月11日至7月28日累計公布14,420位確診個案中，已有12,817人解除隔離，解隔離人數達確診人數88.9%。
指揮中心表示，今日新增4例境外移入中，案15752為美國籍20多歲女性，7月28日自美國來臺工作，持有搭機前3日內檢驗陰性報告，於機場採檢後至防疫旅館居家檢疫，並於今日確診；個案在臺期間並無症狀，相關接觸者匡列中。案15753為本國籍未滿10歲男童，7月28日自美國返臺，持有搭機前3日內檢驗陰性報告，於機場採檢後至集中檢疫所居家檢疫，同日出現咳嗽有痰症狀，於今日確診；已匡列接觸者23人，其中11人為同行者及同班機前後兩排旅客，列居家隔離，餘12人為同班機機組員，列自我健康監測。案15754為本國籍40多歲女性，7月1日自菲律賓返臺，持有搭機前3日內檢驗陰性報告，入境後至集中檢疫所居家檢疫，7月13日檢疫期滿前採檢結果為陰性，7月16日檢疫期滿後返家自主健康管理至7月22日，期間並無外出，7月28日由公司安排採檢，於今日確診(Ct值39)；個案在臺期間並無症狀，已匡列接觸者2人，列居家隔離。案15768為本國籍50多歲男性，今年5月前往印尼工作，6月28日出現發燒症狀，7月4日於印尼當地確診，並於7月9日住院治療，7月29日搭乘國際緊急醫療專機返臺，入境後即收治住院隔離及採檢，並於今日確診；因個案返臺至後送就醫期間之相關人員均有適當防護，故無匡列接觸者。
指揮中心統計，截至目前國內累計2,021,090例新型冠狀病毒肺炎相關通報(含2,004,528例排除)，其中15,662例確診，分別為1,266例境外移入，14,343本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計108例移除為空號。2020年起累計787例COVID-19死亡病例，其中779例本土，個案居住縣市分布為新北市392例、臺北市295例、基隆市27例、桃園市24例、彰化縣14例、新竹縣11例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣、高雄市及屏東縣各1例；另8例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。


",2021-07
2021-07-29,確保已預約民眾施打權益，指揮中心籲請各地方政府依計畫順序進行施打,"中央流行疫情指揮中心今(29)日表示，各地方政府所需疫苗數量，係依目標族群人數進行規劃及配送，由於部分縣市已先接種非現階段規劃施打對象，而造成部分地方政府在此一階段疫苗接種未能配合民眾預約數，而需調整接種場次的時間。呼籲各地方政府依計畫順序進行施打，確保已預約民眾的施打權益。
指揮中心表示，在不影響已預約民眾接種、且確保大眾施打權益為原則，已請地方政府依計畫順序進行施打。指揮中心也將於下批次疫苗撥配時，視各縣市預約及施打情形適時調配疫苗配送量，籲請各地方政府衛生局依實際疫苗庫存與配送量，妥善規劃及安排轄內接種作業與場次。

",2021-07
2021-07-29,新增18例COVID-19確定病例，分別為16例本土及2例境外移入,"中央流行疫情指揮中心今(29)日公布國內新增18例COVID-19確定病例，分別為16例本土及2例境外移入；另確診個案中無新增死亡。
指揮中心表示，今日新增之16例本土病例(其中14例為居家隔離期間或期滿檢驗陽性者)，為13例男性、3例女性，年齡介於20多歲至60多歲，發病日介於今(2021)年7月25日至7月28日。個案分布以新北市7例為最多，其次為臺北市5例、高雄市2例、桃園市及嘉義市各1例；其中14例為已知感染源、2例關聯不明，將持續進行疫情調查，以釐清感染源。
指揮中心指出，近期確診個案解隔離情形，5月11日至7月27日累計公布14,400位確診個案中，已有12,801人解除隔離，解隔離人數達確診人數88.9%。
指揮中心表示，今日新增2例境外移入中，案15738為本國籍30多歲男性，7月27日自美國返臺，持有搭機前3日內檢驗陰性報告，於機場採檢後至防疫旅館居家檢疫，並於今日確診；個案在臺期間並無症狀，已匡列同班機前後兩排旅客共15人，列居家隔離。案15745為本國籍70多歲男性，長期居住柬埔寨，7月9日出現發燒及呼吸困難症狀，當日就醫檢查發現有肺炎情形，7月19日於柬埔寨當地住院治療， 7月28日搭乘國際緊急醫療專機返臺，入境後即收治住院隔離及採檢，並於今日確診；相關接觸者匡列中。
指揮中心統計，截至目前國內累計1,998,284例新型冠狀病毒肺炎相關通報(含1,981,309例排除)，其中15,637例確診，分別為1,262例境外移入，14,322例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計108例移除為空號。2020年起累計787例COVID-19死亡病例，其中779例本土，個案居住縣市分布為新北市392例、臺北市295例、基隆市27例、桃園市24例、彰化縣14例、新竹縣11例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣、高雄市及屏東縣各1例；另8例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2021-07
2021-07-28,COVID-19公費疫苗預約平臺開放意願登記，並開放第二劑Moderna COVID-19疫苗意願登記，請民眾儘速上網完成意願登記,"中央流行疫情指揮中心今(28)日表示，「COVID-19疫苗施打意願登記與預約系統」自昨(7/27)日14時起開放意願登記，請18歲(含)以上尚未意願登記民眾把握機會，儘速完成登記，保障自身權益。
指揮中心說明，此次開放意願登記，除昨日新增高端疫苗供20歲(含)以上民眾選擇外，亦增加開放第一劑接種Moderna COVID-19疫苗者，進行第二劑Moderna COVID-19疫苗意願登記。第一到三類對象及孕婦第一劑接種Moderna COVID-19疫苗者須間隔28天、其他類第一劑接種Moderna COVID-19疫苗者須間隔10-12週，才符合第二劑預約接種資格。
指揮中心表示，目前尚未開放民眾混打疫苗，針對第一劑接種AstraZeneca(AZ)疫苗且已間隔10-12週者，可至平臺進行第二劑AZ疫苗之意願登記。
指揮中心再次提醒，請民眾於「COVID-19疫苗施打意願登記與預約系統」( https://1922.gov.tw/）開放意願登記時，先進行意願登記，後續符合預約資格者才可進行下一步預約接種。系統平台會按疫苗分配情形、參照民眾登記之意願，提供符合預約資格者進行預約接種，所有資料皆會完整保存，請民眾放心。

",2021-07
2021-07-28,新增20例COVID-19確定病例，分別為18例本土及2例境外移入,"中央流行疫情指揮中心今(28)日公布國內新增20例COVID-19確定病例，分別為18例本土及2例境外移入；另確診個案中無新增死亡。
指揮中心表示，今日新增之18例本土病例(其中12例為居家隔離期間或期滿檢驗陽性者)，為14例男性、4例女性，年齡介於未滿10歲至90多歲，發病日介於今(2021)年7月12日至7月27日。個案分布以新北市8例為最多，其次為臺北市6例、桃園市3例、高雄市1例；其中16例為已知感染源、2例關聯不明，將持續進行疫情調查，以釐清感染源。
指揮中心指出，近期確診個案解隔離情形，5月11日至7月26日累計公布14,383位確診個案中，已有12,686人解除隔離，解隔離人數達確診人數88.2%。
指揮中心表示，今日新增2例境外移入中，案15726為本國籍60多歲男性，長期在印尼工作，7月14日出現呼吸喘及嗅味覺異常症狀，7月16日於印尼當地就醫診斷為肺炎，7月17日確診，7月27日搭乘國際緊急醫療專機返臺，入境後即收治住院隔離及採檢，並於今日確診；因個案返臺至後送就醫期間之相關人員均有適當防護，故無匡列接觸者。案15727為本國籍30多歲女性，7月26日自美國返臺，持有搭機前3日內檢驗陰性報告，於機場採檢後至防疫旅館居家檢疫，並於今日確診；已匡列專車司機1人，因有適當防護，列自我健康監測，其餘航空器接觸者匡列中。
指揮中心統計，截至目前國內累計1,975,087例新型冠狀病毒肺炎相關通報(含1,958,568例排除)，其中15,619例確診，分別為1,260例境外移入，14,306例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計108例移除為空號。2020年起累計787例COVID-19死亡病例，其中779例本土，個案居住縣市分布為新北市392例、臺北市295例、基隆市27例、桃園市24例、彰化縣14例、新竹縣11例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣、高雄市及屏東縣各1例；另8例為境外移入。
指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

",2021-07
2021-07-27,7月27日全國防疫會議後記者會報告,"中央流行疫情指揮中心表示，今(27)日上午與各縣市政府召開的「全國防疫會議」，決議如下：
一、國內疫情現況及評估
1.國內疫情持續趨緩，Rt值維持在低點，今(27)日開始全國疫情降為二級警戒，相關社區管制措施將陸續鬆綁，請各地方政府密切注意鬆綁措施之後續效應。另請各地方政府衛政機關持續強化病患收治轉送及醫療照護體系量能之整備，以因應未來可能發生變異株疫情。
2.目前新增本土病例仍以雙北為多，且存有零星感染源待釐清個案及群聚事件，顯示社區存有隱性傳播鏈，請臺北市及新北市政府持續須留意疫情警戒降級後，人流回升及民眾社交活動增加對疫情之影響，及早因應。另目前除雙北外，各縣市疫情均調降為中或低等級，請雙北市持續就疫情防疫作為加強疫調與匡列作業。
二、針對疫調輔助平臺帳號申請，如各地方政府基於疫調需求，可依規定向指揮中心申請；另為利地方政府在遵守個人隱私保護和資安防護前提下，協助疫調作業，指揮中心提醒地方政府，對於下載、存取簡訊實聯制資料，僅限於疫調使用，並須於28天內刪除相關資料；對於資料之調取，使用人員的帳號、調取資料的時間與內容，應有詳實記錄，俾利後續開放使用紀錄之查詢。
三、有關「國家關鍵基礎設施及高風險接種人員等專案對象」疫苗施打作業，指揮中心已請各專案對象的業管部會與地方政府相關局處確實聯繫，向地方政府衛生機關說明專案執行內涵，俾確實依權管部會規劃方式落實執行；另請各地方政府間建立橫向聯繫體系，充分合作，讓疫苗接種作業順利進行。

",2021-07
2021-07-27,COVID-19公費疫苗預約平臺自今日14時起重新開放意願登記，並新增選擇接種高端疫苗選項,"中央流行疫情指揮中心今(27)日表示，「COVID-19疫苗施打意願登記與預約系統」將自今(27)日14時起重新開放意願登記，請18歲(含)以上尚未意願登記民眾把握機會，儘速完成登記，保障自身權益；另此次開放，將新增接種高端疫苗選項，供20歲以上民眾選擇。
指揮中心說明，此次重新開放意願登記，除新增高端疫苗供20歲以上民眾選擇外，另也可讓民眾再調整有意願接種的疫苗，惟優先處理於7月19日12時前已意願登記者，再接續處理。
指揮中心再次提醒，請民眾於「COVID-19疫苗施打意願登記與預約系統」完成意願登記，後續才會收到預約簡訊提醒。系統平台會按疫苗分配情形、參照民眾登記之意願，簡訊提醒符合預約資格的民眾，收到簡訊提醒者記得進行下一步預約接種。尚未收到簡訊的民眾，會於後續符合預約資格後，收到簡訊通知，所有資料皆會完整保存，請民眾放心。

",2021-07
2021-07-27,AstraZeneca疫苗58.2萬劑將於今(27)日下午抵臺,"中央流行疫情指揮中心今(27)日表示，AstraZeneca疫苗約58.2萬劑，預定今日下午3時40分抵達桃園國際機場，待完成通關程序後，直接運送至指定冷儲物流中心進行後續檢驗封緘作業，再提供COVID-19接種計畫所列實施對象接種。
指揮中心指出，該中心係於去(2020)年10月30日與臺灣阿斯特捷利康公司簽署1,000萬劑COVID-19疫苗供應合約，先前已到貨3月3日11.7萬劑、7月7日62.6萬劑、7月15日56萬劑，本次提供第四批疫苗，截至目前總計約188.5萬劑到貨。本次提供之疫苗係為多劑型包裝(每瓶10人份)，需存放於2-8℃的環境，依臨床試驗每人需施打2劑，本批效期至110年11月30日。

",2021-07
